,race,LSAT,UGPA,ZFYA,fairScore
19026,0,36.5,2.3,-1.01,36.757264183554916
19027,0,42.0,3.3,-1.59,43.325316413348574
19028,0,36.0,3.7,0.24,36.757264183554916
19029,0,39.0,2.2,1.18,38.91366637980439
19030,0,40.0,3.6,0.19,41.130447198770625
19031,0,34.5,2.9,-1.73,34.57730321089646
19032,2,36.5,3.4,-0.74,36.970070962174326
19033,0,32.5,3.6,-0.43,32.489412194785075
19034,0,42.0,3.3,1.23,43.325316413348574
19035,6,39.0,3.8,1.44,39.16597205575577
19036,0,38.0,2.9,-1.78,38.91366637980439
19037,0,42.0,2.8,0.17,43.325316413348574
19038,0,39.0,3.7,0.58,38.91366637980439
19039,0,39.0,3.4,-1.42,38.91366637980439
19040,0,43.0,3.0,1.32,43.325316413348574
19041,0,38.5,3.2,0.53,38.91366637980439
19042,0,44.0,3.2,1.16,45.28817965263296
19043,0,45.0,2.8,1.42,45.28817965263296
19044,4,38.0,3.0,-0.6,39.179041869968145
19045,0,36.0,3.4,0.36,36.757264183554916
19046,0,45.0,3.4,2.09,45.28817965263296
19047,0,37.0,3.5,0.12,36.757264183554916
19048,0,37.0,3.7,0.51,36.757264183554916
19049,0,35.0,3.3,0.19,34.57730321089646
19050,3,37.0,2.5,-1.42,37.54798150639539
19051,0,33.5,3.5,1.56,34.57730321089646
19052,3,33.0,2.4,-1.56,33.544646013045195
19053,0,34.5,3.4,-0.14,34.57730321089646
19054,0,37.0,3.3,-1.23,36.757264183554916
19055,0,39.5,3.2,0.05,41.130447198770625
19056,0,39.0,3.8,1.32,38.91366637980439
19057,0,35.0,3.3,0.96,34.57730321089646
19058,0,39.0,3.2,1.28,38.91366637980439
19059,0,39.0,3.3,0.46,38.91366637980439
19060,0,40.0,3.6,1.9,41.130447198770625
19061,0,39.0,3.3,0.43,38.91366637980439
19062,0,40.0,3.2,0.67,41.130447198770625
19063,0,40.0,3.1,-0.17,41.130447198770625
19064,0,34.0,2.6,-0.24,34.57730321089646
19065,0,45.0,3.2,1.32,45.28817965263296
19066,3,35.0,2.9,0.27,35.60448111766814
19067,3,34.5,2.5,-1.3,35.60448111766814
19068,0,38.0,3.3,1.04,38.91366637980439
19069,0,30.0,2.5,0.3,30.41726256161723
19070,3,40.0,2.3,0.48,41.524024303598765
19071,0,39.0,3.1,0.63,38.91366637980439
19072,0,44.0,3.3,0.17,45.28817965263296
19073,0,43.0,3.1,0.84,43.325316413348574
19074,4,35.0,3.0,-0.06,35.0820453505715
19075,0,44.0,3.2,1.16,45.28817965263296
19076,0,41.0,3.3,-0.65,41.130447198770625
19077,3,29.0,3.6,-0.22,29.368116621576966
19078,0,48.0,2.8,0.31,49.0
19079,0,43.0,2.9,1.13,43.325316413348574
19080,0,38.0,3.4,0.79,38.91366637980439
19081,0,38.0,3.4,-0.74,38.91366637980439
19082,2,46.0,3.1,0.34,47.26669881201337
19083,0,48.0,2.7,0.84,49.0
19084,3,25.0,3.5,-0.89,25.203060752685662
19085,0,38.5,2.9,-0.67,38.91366637980439
19086,0,40.0,3.2,-1.3,41.130447198770625
19087,4,39.0,3.1,0.8,39.179041869968145
19088,0,40.0,3.3,0.93,41.130447198770625
19089,6,35.5,3.1,-0.76,36.785484954174954
19090,0,34.0,3.6,-0.1,34.57730321089646
19091,0,39.0,3.7,1.21,38.91366637980439
19092,0,38.0,3.3,0.74,38.91366637980439
19093,0,46.0,2.7,-0.7,47.13221707128243
19094,0,36.0,3.4,-0.23,36.757264183554916
19095,2,36.0,3.4,0.12,36.970070962174326
19096,0,48.0,2.4,-0.45,49.0
19097,0,38.0,3.5,0.8,38.91366637980439
19098,3,30.0,2.9,-0.26,31.433277896279797
19099,0,34.0,3.7,1.02,34.57730321089646
19100,0,40.0,3.1,0.96,41.130447198770625
19101,6,36.0,3.7,-1.67,36.785484954174954
19102,0,35.0,3.2,1.02,34.57730321089646
19103,0,41.0,3.8,-0.04,41.130447198770625
19104,0,43.0,3.4,0.25,43.325316413348574
19105,0,37.0,3.9,-0.17,36.757264183554916
19106,0,44.0,3.2,1.65,45.28817965263296
19107,0,41.0,3.9,0.06,41.130447198770625
19108,0,43.0,3.6,1.49,43.325316413348574
19109,2,38.5,3.7,0.03,38.92157329601039
19110,0,41.0,3.8,-0.24,41.130447198770625
19111,0,44.0,3.5,0.64,45.28817965263296
19112,3,40.0,3.2,-1.77,41.524024303598765
19113,0,48.0,3.4,-0.95,49.0
19114,2,38.0,3.6,1.2,38.92157329601039
19115,0,43.0,3.7,0.55,43.325316413348574
19116,0,41.0,3.6,-1.86,41.130447198770625
19117,0,44.0,3.6,-0.3,45.28817965263296
19118,0,47.0,3.8,-0.3,47.13221707128243
19119,0,43.0,3.1,1.59,43.325316413348574
19120,0,41.5,3.7,0.03,43.325316413348574
19121,0,41.0,3.9,0.97,41.130447198770625
19122,0,41.5,3.6,-1.73,43.325316413348574
19123,0,46.0,3.5,-0.17,47.13221707128243
19124,0,45.0,3.8,-0.04,45.28817965263296
19125,0,46.0,3.7,1.23,47.13221707128243
19126,0,45.0,3.4,0.81,45.28817965263296
19127,0,48.0,3.4,0.71,49.0
19128,0,44.0,3.9,1.03,45.28817965263296
19129,0,48.0,3.6,-0.56,49.0
19130,0,46.0,3.8,2.21,47.13221707128243
19131,0,41.0,4.0,0.16,41.130447198770625
19132,0,47.0,3.4,0.87,47.13221707128243
19133,0,48.0,3.6,0.48,49.0
19134,0,42.0,3.8,-0.82,43.325316413348574
19135,0,43.0,3.6,-0.66,43.325316413348574
19136,0,44.0,3.9,-0.27,45.28817965263296
19137,0,45.0,3.8,-1.28,45.28817965263296
19138,0,38.0,3.8,0.38,38.91366637980439
19139,0,42.0,3.8,0.35,43.325316413348574
19140,0,45.0,3.7,-0.79,45.28817965263296
19141,0,45.0,3.6,0.09,45.28817965263296
19142,0,42.0,3.5,0.22,43.325316413348574
19143,0,46.0,3.7,0.16,47.13221707128243
19144,0,42.0,3.9,-0.72,43.325316413348574
19145,0,36.0,3.1,-1.54,36.757264183554916
19146,0,36.0,4.0,-0.11,36.757264183554916
19147,0,41.0,3.7,0.06,41.130447198770625
19148,0,42.0,4.0,-0.69,43.325316413348574
19149,0,45.0,3.3,-0.07,45.28817965263296
19150,3,31.0,3.5,-2.35,31.433277896279797
19151,0,37.0,4.0,0.87,36.757264183554916
19152,3,35.0,3.5,-0.3,35.60448111766814
19153,0,42.0,3.7,-0.5,43.325316413348574
19154,3,26.0,3.2,-2.22,27.220225239564655
19155,0,44.0,3.6,0.32,45.28817965263296
19156,0,42.0,3.8,-2.09,43.325316413348574
19157,0,44.0,3.7,-0.27,45.28817965263296
19158,0,40.0,2.9,0.09,41.130447198770625
19159,0,41.0,3.7,-1.54,41.130447198770625
19160,0,44.0,3.7,0.12,45.28817965263296
19161,0,46.0,3.4,0.97,47.13221707128243
19162,0,41.0,4.0,0.45,41.130447198770625
19163,0,42.0,4.0,-0.5,43.325316413348574
19164,0,41.0,3.6,-1.21,41.130447198770625
19165,3,40.0,2.8,-0.69,41.524024303598765
19166,0,48.0,3.4,-0.4,49.0
19167,0,36.0,3.9,-1.5,36.757264183554916
19168,0,42.0,3.7,-1.54,43.325316413348574
19169,0,38.0,3.8,0.48,38.91366637980439
19170,0,46.0,3.3,0.97,47.13221707128243
19171,0,45.0,3.5,-1.02,45.28817965263296
19172,0,44.0,3.7,-0.66,45.28817965263296
19173,0,35.0,3.6,-0.98,34.57730321089646
19174,0,44.0,3.6,1.26,45.28817965263296
19175,0,44.0,3.6,0.25,45.28817965263296
19176,3,33.0,3.5,-2.42,33.544646013045195
19177,0,38.0,4.1,-0.63,38.91366637980439
19178,0,44.0,3.9,-1.05,45.28817965263296
19179,0,47.0,3.7,-1.47,47.13221707128243
19180,0,41.0,3.9,0.51,41.130447198770625
19181,0,43.0,3.7,1.42,43.325316413348574
19182,0,45.0,3.6,1.2,45.28817965263296
19183,0,35.0,3.1,0.12,34.57730321089646
19184,0,35.0,3.4,0.74,34.57730321089646
19185,0,43.0,3.2,1.34,43.325316413348574
19186,0,35.0,3.6,0.12,34.57730321089646
19187,3,28.0,3.0,-0.7,29.368116621576966
19188,0,38.5,3.2,1.18,38.91366637980439
19189,0,30.0,3.2,-1.14,30.41726256161723
19190,2,39.5,3.0,0.87,41.0263556823405
19191,0,41.0,3.2,0.27,41.130447198770625
19192,0,36.0,3.6,-0.92,36.757264183554916
19193,0,37.0,3.4,-0.26,36.757264183554916
19194,2,38.0,3.2,1.12,38.92157329601039
19195,2,41.0,2.9,0.33,41.0263556823405
19196,0,39.0,2.7,-0.23,38.91366637980439
19197,0,39.0,3.2,-1.29,38.91366637980439
19198,0,38.0,2.6,0.93,38.91366637980439
19199,2,39.0,3.2,0.21,38.92157329601039
19200,0,37.0,3.2,-0.48,36.757264183554916
19201,0,41.5,3.2,0.43,43.325316413348574
19202,2,30.0,3.9,-0.45,30.6935219105224
19203,0,40.0,3.5,0.8,41.130447198770625
19204,0,32.0,3.5,0.37,32.489412194785075
19205,0,39.0,2.5,-0.23,38.91366637980439
19206,0,40.0,3.0,-0.79,41.130447198770625
19207,0,44.0,2.8,-1.07,45.28817965263296
19208,0,40.0,3.1,-0.85,41.130447198770625
19209,0,38.0,2.8,0.49,38.91366637980439
19210,0,40.0,3.7,0.33,41.130447198770625
19211,0,36.5,2.9,0.33,36.757264183554916
19212,0,37.0,3.2,-0.85,36.757264183554916
19213,0,43.0,3.2,2.21,43.325316413348574
19214,0,45.0,2.8,-0.54,45.28817965263296
19215,0,41.0,3.1,0.33,41.130447198770625
19216,1,34.0,2.6,-0.79,35.457271342452515
19217,0,40.0,3.3,-1.2,41.130447198770625
19218,0,35.0,3.0,0.52,34.57730321089646
19219,0,43.0,3.0,0.12,43.325316413348574
19220,0,37.5,3.4,-0.1,38.91366637980439
19221,2,31.5,3.4,-0.45,32.913069434113176
19222,0,40.0,3.4,1.34,41.130447198770625
19223,0,40.0,3.1,1.24,41.130447198770625
19224,0,32.0,3.5,-0.32,32.489412194785075
19225,2,35.0,2.7,-1.57,35.0
19226,3,27.0,3.5,-2.04,27.220225239564655
19227,0,45.0,3.1,-0.48,45.28817965263296
19228,0,39.0,2.6,1.59,38.91366637980439
19229,0,45.0,3.1,0.12,45.28817965263296
19230,0,36.75,3.5,0.12,36.757264183554916
19231,0,36.5,3.4,-0.54,36.757264183554916
19232,2,34.0,3.4,-0.54,35.0
19233,0,43.0,3.0,0.65,43.325316413348574
19234,0,41.0,3.3,0.27,41.130447198770625
19235,2,31.0,3.0,0.21,30.6935219105224
19236,3,29.0,3.7,-0.85,29.368116621576966
19237,0,34.0,3.6,-0.54,34.57730321089646
19238,0,34.0,3.6,0.52,34.57730321089646
19239,0,36.0,3.6,0.27,36.757264183554916
19240,0,36.5,3.9,0.65,36.757264183554916
19241,0,31.0,3.6,-0.32,30.41726256161723
19242,0,40.0,3.4,0.8,41.130447198770625
19243,6,40.5,3.4,1.4,41.07243325878752
19244,0,40.0,3.3,1.12,41.130447198770625
19245,0,40.0,3.4,1.02,41.130447198770625
19246,0,36.0,3.2,-0.01,36.757264183554916
19247,0,39.0,2.4,-0.54,38.91366637980439
19248,0,37.0,3.6,-0.7,36.757264183554916
19249,0,41.0,2.9,0.27,41.130447198770625
19250,0,41.0,3.4,0.52,41.130447198770625
19251,0,38.0,3.3,1.09,38.91366637980439
19252,0,37.5,3.2,-0.04,38.91366637980439
19253,0,40.0,2.5,-0.82,41.130447198770625
19254,2,39.0,2.6,0.27,38.92157329601039
19255,0,39.0,3.1,-0.01,38.91366637980439
19256,0,39.0,2.6,1.68,38.91366637980439
19257,0,39.0,3.2,0.37,38.91366637980439
19258,2,30.5,3.7,0.93,30.6935219105224
19259,0,40.0,3.3,0.65,41.130447198770625
19260,7,29.5,2.5,-1.51,31.17260254356586
19261,0,45.0,3.4,0.12,45.28817965263296
19262,3,35.0,3.1,-0.98,35.60448111766814
19263,3,29.0,2.9,-1.94,29.368116621576966
19264,0,40.0,3.8,0.3,41.130447198770625
19265,2,38.0,3.3,-0.03,38.92157329601039
19266,3,32.0,2.6,-1.06,33.544646013045195
19267,2,42.0,3.4,0.52,43.244136321479594
19268,3,32.0,3.2,-2.26,33.544646013045195
19269,0,40.0,3.9,0.78,41.130447198770625
19270,0,42.0,3.5,0.93,43.325316413348574
19271,0,43.0,3.5,0.83,43.325316413348574
19272,0,41.0,3.8,0.7,41.130447198770625
19273,0,45.0,3.2,0.42,45.28817965263296
19274,0,41.5,3.1,-0.15,43.325316413348574
19275,2,38.0,3.9,-0.15,38.92157329601039
19276,0,40.0,3.6,1.43,41.130447198770625
19277,0,40.0,3.8,0.55,41.130447198770625
19278,0,43.0,3.7,1.28,43.325316413348574
19279,0,37.0,3.1,-0.05,36.757264183554916
19280,0,35.0,3.6,-0.13,34.57730321089646
19281,2,39.0,3.6,-0.86,38.92157329601039
19282,0,38.0,3.6,-0.71,38.91366637980439
19283,3,30.0,3.6,-2.16,31.433277896279797
19284,0,42.0,3.4,0.15,43.325316413348574
19285,0,45.0,3.4,-0.5,45.28817965263296
19286,0,40.0,3.7,1.23,41.130447198770625
19287,0,43.0,4.0,0.83,43.325316413348574
19288,0,39.0,3.9,0.1,38.91366637980439
19289,0,41.0,3.9,1.43,41.130447198770625
19290,0,45.0,3.3,1.08,45.28817965263296
19291,0,42.0,3.5,0.3,43.325316413348574
19292,3,28.0,3.6,-1.36,29.368116621576966
19293,0,42.0,4.0,-0.35,43.325316413348574
19294,0,44.0,3.9,-0.23,45.28817965263296
19295,0,44.0,3.6,0.35,45.28817965263296
19296,0,47.0,3.9,1.78,47.13221707128243
19297,0,42.0,3.7,0.32,43.325316413348574
19298,2,30.5,3.7,-0.91,30.6935219105224
19299,3,35.0,3.1,-2.69,35.60448111766814
19300,0,42.0,3.6,-0.25,43.325316413348574
19301,0,43.0,2.7,0.52,43.325316413348574
19302,0,41.0,3.5,0.52,41.130447198770625
19303,0,39.0,3.6,0.75,38.91366637980439
19304,0,42.0,3.6,-2.41,43.325316413348574
19305,0,41.0,3.7,-0.61,41.130447198770625
19306,0,36.0,3.7,-0.35,36.757264183554916
19307,0,45.0,3.6,0.57,45.28817965263296
19308,2,38.0,4.0,1.53,38.92157329601039
19309,3,36.0,3.9,0.6,37.54798150639539
19310,0,41.0,3.7,-0.05,41.130447198770625
19311,0,43.0,3.4,-0.61,43.325316413348574
19312,3,35.0,2.9,-1.28,35.60448111766814
19313,0,42.0,3.6,-0.45,43.325316413348574
19314,0,42.0,3.0,0.05,43.325316413348574
19315,0,44.0,3.4,-1.74,45.28817965263296
19316,4,40.0,3.2,-0.3,41.36829409896348
19317,0,42.0,3.1,0.47,43.325316413348574
19318,2,40.0,3.5,0.4,41.0263556823405
19319,3,29.5,2.7,-1.84,31.433277896279797
19320,0,41.0,3.8,0.02,41.130447198770625
19321,3,30.0,3.3,-2.39,31.433277896279797
19322,3,33.0,2.7,-1.31,33.544646013045195
19323,0,42.0,3.7,0.47,43.325316413348574
19324,6,40.0,3.7,0.17,41.07243325878752
19325,0,36.0,3.9,-0.13,36.757264183554916
19326,0,42.0,3.2,-0.3,43.325316413348574
19327,0,40.0,3.8,0.85,41.130447198770625
19328,0,37.5,3.4,0.93,38.91366637980439
19329,0,38.0,3.3,-1.21,38.91366637980439
19330,0,39.0,4.1,-0.25,38.91366637980439
19331,4,30.5,3.5,-0.08,31.00601438949191
19332,3,30.0,2.7,-2.89,31.433277896279797
19333,2,43.0,2.6,0.57,43.244136321479594
19334,0,47.0,3.5,0.25,47.13221707128243
19335,0,42.0,4.0,0.5,43.325316413348574
19336,0,36.0,3.2,-0.93,36.757264183554916
19337,0,45.0,3.5,0.9,45.28817965263296
19338,0,46.0,3.4,0.6,47.13221707128243
19339,4,37.0,3.9,0.25,37.16422603751931
19340,0,39.0,4.0,0.55,38.91366637980439
19341,0,41.0,3.8,0.6,41.130447198770625
19342,0,45.0,2.7,0.25,45.28817965263296
19343,0,41.0,3.9,-0.48,41.130447198770625
19344,0,45.0,3.8,0.65,45.28817965263296
19345,0,41.0,4.0,0.15,41.130447198770625
19346,0,37.0,3.9,-1.38,36.757264183554916
19347,4,39.0,3.2,-1.08,39.179041869968145
19348,0,41.0,3.6,1.28,41.130447198770625
19349,0,46.0,3.3,1.2,47.13221707128243
19350,0,45.0,3.8,0.02,45.28817965263296
19351,0,45.0,3.2,0.85,45.28817965263296
19352,0,39.0,3.7,0.15,38.91366637980439
19353,0,42.0,3.6,0.93,43.325316413348574
19354,0,44.0,3.4,0.32,45.28817965263296
19355,0,42.0,3.4,0.35,43.325316413348574
19356,0,43.0,3.7,1.33,43.325316413348574
19357,0,45.0,3.3,0.12,45.28817965263296
19358,0,39.0,3.7,-0.91,38.91366637980439
19359,0,43.0,3.7,0.47,43.325316413348574
19360,0,43.0,3.8,1.13,43.325316413348574
19361,4,37.0,3.2,-0.73,37.16422603751931
19362,0,47.0,3.2,0.45,47.13221707128243
19363,0,42.0,2.4,0.15,43.325316413348574
19364,0,45.0,3.2,-1.66,45.28817965263296
19365,2,40.0,3.0,0.2,41.0263556823405
19366,0,46.0,3.4,0.3,47.13221707128243
19367,0,39.5,3.6,-0.38,41.130447198770625
19368,0,41.0,3.5,0.37,41.130447198770625
19369,6,41.0,3.3,0.88,41.07243325878752
19370,2,42.0,3.2,-1.03,43.244136321479594
19371,6,43.0,3.9,0.35,43.327140570486016
19372,0,44.0,3.5,-0.35,45.28817965263296
19373,0,44.0,3.5,1.03,45.28817965263296
19374,3,33.0,2.7,-1.28,33.544646013045195
19375,0,41.0,3.7,-0.81,41.130447198770625
19376,0,37.0,3.3,-0.43,36.757264183554916
19377,0,44.0,3.2,1.03,45.28817965263296
19378,0,46.0,3.5,0.57,47.13221707128243
19379,0,41.0,3.7,-0.66,41.130447198770625
19380,0,43.0,3.5,1.25,43.325316413348574
19381,3,29.0,3.5,-2.36,29.368116621576966
19382,0,42.0,3.4,-0.3,43.325316413348574
19383,0,46.0,2.8,-0.3,47.13221707128243
19384,2,39.5,3.1,-0.23,41.0263556823405
19385,0,48.0,3.3,0.22,49.0
19386,0,40.0,3.1,-1.84,41.130447198770625
19387,0,39.0,3.5,0.83,38.91366637980439
19388,2,29.5,3.7,-0.05,30.6935219105224
19389,0,41.0,3.6,-0.35,41.130447198770625
19390,2,42.0,3.3,-0.08,43.244136321479594
19391,0,42.0,3.7,0.35,43.325316413348574
19392,0,37.0,3.7,1.05,36.757264183554916
19393,0,48.0,3.3,0.27,49.0
19394,0,40.0,3.7,0.55,41.130447198770625
19395,0,42.0,3.8,0.45,43.325316413348574
19396,0,41.0,3.8,1.43,41.130447198770625
19397,0,46.0,3.8,-0.88,47.13221707128243
19398,0,41.0,3.7,-0.96,41.130447198770625
19399,0,40.0,3.8,1.08,41.130447198770625
19400,0,40.0,3.6,-0.25,41.130447198770625
19401,0,39.0,3.8,1.23,38.91366637980439
19402,0,43.0,3.7,0.6,43.325316413348574
19403,0,42.0,3.8,1.08,43.325316413348574
19404,0,44.0,3.6,0.8,45.28817965263296
19405,0,42.0,3.9,1.6,43.325316413348574
19406,0,38.0,3.9,0.93,38.91366637980439
19407,0,35.0,3.9,1.65,34.57730321089646
19408,3,29.0,3.5,-1.48,29.368116621576966
19409,2,42.0,3.4,-0.78,43.244136321479594
19410,0,40.0,4.1,0.07,41.130447198770625
19411,0,44.0,3.1,0.05,45.28817965263296
19412,0,48.0,4.0,2.58,49.0
19413,0,37.5,3.1,-0.5,38.91366637980439
19414,2,35.5,3.9,0.78,36.970070962174326
19415,3,37.0,2.7,-1.71,37.54798150639539
19416,0,43.0,3.4,-0.3,43.325316413348574
19417,0,43.0,3.8,0.78,43.325316413348574
19418,0,42.0,3.9,1.15,43.325316413348574
19419,0,42.0,3.6,0.7,43.325316413348574
19420,3,39.0,3.3,0.12,39.35429560808496
19421,0,37.0,3.6,-0.02,36.757264183554916
19422,0,40.0,3.5,1.13,41.130447198770625
19423,0,40.0,3.7,-0.7,41.130447198770625
19424,0,42.0,3.4,0.48,43.325316413348574
19425,0,39.5,3.0,0.43,41.130447198770625
19426,0,37.0,3.6,0.79,36.757264183554916
19427,0,35.5,3.5,-0.29,36.757264183554916
19428,0,35.0,3.2,0.29,34.57730321089646
19429,0,40.0,3.2,0.87,41.130447198770625
19430,0,38.0,3.5,0.55,38.91366637980439
19431,0,40.0,3.2,0.43,41.130447198770625
19432,0,39.0,3.4,0.89,38.91366637980439
19433,0,38.0,3.3,1.35,38.91366637980439
19434,0,41.0,2.8,0.75,41.130447198770625
19435,0,44.0,2.8,0.58,45.28817965263296
19436,0,38.0,2.6,-0.48,38.91366637980439
19437,0,44.0,3.2,0.1,45.28817965263296
19438,0,37.0,3.8,-0.19,36.757264183554916
19439,0,37.0,3.9,0.7,36.757264183554916
19440,0,44.0,3.1,1.3,45.28817965263296
19441,0,36.0,4.0,1.11,36.757264183554916
19442,0,38.0,3.3,0.3,38.91366637980439
19443,3,28.0,2.7,-1.11,29.368116621576966
19444,0,42.0,3.6,-0.77,43.325316413348574
19445,0,40.0,2.7,1.08,41.130447198770625
19446,3,32.0,2.9,-1.35,33.544646013045195
19447,0,38.0,3.6,-0.19,38.91366637980439
19448,0,42.0,3.1,-0.24,43.325316413348574
19449,3,29.5,2.6,-1.25,31.433277896279797
19450,0,37.0,3.7,1.4,36.757264183554916
19451,0,34.0,3.9,-0.29,34.57730321089646
19452,0,34.0,3.8,1.18,34.57730321089646
19453,0,36.0,3.5,-1.85,36.757264183554916
19454,0,41.0,3.0,0.87,41.130447198770625
19455,0,39.0,3.8,0.31,38.91366637980439
19456,0,42.0,3.1,0.36,43.325316413348574
19457,0,35.0,3.1,0.15,34.57730321089646
19458,3,29.0,2.9,-1.49,29.368116621576966
19459,0,37.0,3.6,-0.43,36.757264183554916
19460,0,33.0,3.7,0.55,32.489412194785075
19461,0,35.25,3.3,0.22,36.757264183554916
19462,3,34.0,3.4,-0.29,35.60448111766814
19463,0,39.0,3.1,-0.1,38.91366637980439
19464,0,39.0,3.7,1.76,38.91366637980439
19465,0,40.0,3.1,-0.41,41.130447198770625
19466,3,29.0,2.4,-2.26,29.368116621576966
19467,0,40.0,3.2,-0.12,41.130447198770625
19468,0,39.5,3.1,0.51,41.130447198770625
19469,2,38.0,3.2,1.3,38.92157329601039
19470,0,45.0,3.1,-0.46,45.28817965263296
19471,4,40.0,3.6,0.15,41.36829409896348
19472,0,42.0,3.0,-0.43,43.325316413348574
19473,3,33.0,2.6,-0.79,33.544646013045195
19474,0,40.5,3.2,1.08,41.130447198770625
19475,0,36.0,3.3,0.75,36.757264183554916
19476,3,34.0,2.3,-0.29,35.60448111766814
19477,3,28.0,3.0,-0.86,29.368116621576966
19478,0,37.5,3.2,0.6,38.91366637980439
19479,0,45.0,3.1,0.91,45.28817965263296
19480,0,38.0,3.5,0.55,38.91366637980439
19481,0,39.0,3.4,1.61,38.91366637980439
19482,0,33.0,3.2,0.03,32.489412194785075
19483,0,38.0,3.4,-0.29,38.91366637980439
19484,6,36.5,3.5,0.07,36.785484954174954
19485,0,40.0,3.7,-0.12,41.130447198770625
19486,0,46.0,3.8,1.44,47.13221707128243
19487,0,37.0,3.5,-1.49,36.757264183554916
19488,0,43.0,3.6,1.18,43.325316413348574
19489,0,39.0,3.6,1.3,38.91366637980439
19490,0,41.0,3.1,-1.35,41.130447198770625
19491,0,39.0,3.0,-0.22,38.91366637980439
19492,0,36.0,2.8,-1.13,36.757264183554916
19493,0,42.0,2.9,0.87,43.325316413348574
19494,0,43.0,2.9,0.12,43.325316413348574
19495,0,35.0,3.2,-2.36,34.57730321089646
19496,3,18.0,3.4,-1.49,18.537056086017195
19497,0,39.0,3.8,0.17,38.91366637980439
19498,3,28.0,3.3,-0.79,29.368116621576966
19499,0,32.0,3.2,0.19,32.489412194785075
19500,0,35.0,3.5,0.87,34.57730321089646
19501,0,38.5,3.8,1.04,38.91366637980439
19502,3,31.0,3.5,0.77,31.433277896279797
19503,0,47.0,2.3,0.51,47.13221707128243
19504,0,32.5,3.7,0.91,32.489412194785075
19505,0,43.0,2.0,-0.6,43.325316413348574
19506,0,36.0,2.9,0.27,36.757264183554916
19507,0,40.0,3.3,0.65,41.130447198770625
19508,0,37.0,3.1,0.05,36.757264183554916
19509,0,40.0,3.2,-0.62,41.130447198770625
19510,0,41.0,3.4,-0.74,41.130447198770625
19511,0,42.0,3.1,0.17,43.325316413348574
19512,0,38.0,3.3,-0.1,38.91366637980439
19513,0,36.0,3.4,1.49,36.757264183554916
19514,0,39.0,3.1,-0.22,38.91366637980439
19515,0,34.25,3.2,1.42,34.57730321089646
19516,3,34.0,2.8,-1.83,35.60448111766814
19517,0,39.0,3.3,0.53,38.91366637980439
19518,3,35.0,2.9,-0.84,35.60448111766814
19519,0,37.0,3.2,0.53,36.757264183554916
19520,0,44.0,2.7,-0.17,45.28817965263296
19521,4,33.0,3.7,0.17,33.14032346612947
19522,0,38.0,3.7,1.66,38.91366637980439
19523,3,33.0,3.1,-1.92,33.544646013045195
19524,0,41.0,3.1,-1.63,41.130447198770625
19525,3,40.0,3.5,1.11,41.524024303598765
19526,0,35.5,3.1,-1.87,36.757264183554916
19527,0,48.0,2.7,0.15,49.0
19528,4,34.0,3.3,-0.79,35.0820453505715
19529,0,37.0,2.8,0.72,36.757264183554916
19530,3,16.0,3.1,-2.45,16.531027263174536
19531,0,34.5,3.3,0.6,34.57730321089646
19532,0,37.0,3.2,0.15,36.757264183554916
19533,0,36.0,3.7,-0.7,36.757264183554916
19534,0,38.0,3.3,0.77,38.91366637980439
19535,0,41.0,3.2,-0.48,41.130447198770625
19536,0,39.0,3.0,0.41,38.91366637980439
19537,0,37.0,3.1,-0.72,36.757264183554916
19538,3,37.0,2.5,-0.96,37.54798150639539
19539,0,37.0,3.5,0.1,36.757264183554916
19540,2,33.0,3.1,-1.03,32.913069434113176
19541,2,29.0,3.5,-1.35,28.499630728581234
19542,0,38.0,3.6,0.07,38.91366637980439
19543,0,38.0,3.4,-0.36,38.91366637980439
19544,0,36.0,3.4,0.78,36.757264183554916
19545,0,41.0,3.4,0.12,41.130447198770625
19546,2,41.0,3.2,-0.47,41.0263556823405
19547,0,42.0,3.3,0.25,43.325316413348574
19548,0,38.0,3.3,0.07,38.91366637980439
19549,0,39.0,3.4,-0.06,38.91366637980439
19550,0,42.0,3.2,1.7,43.325316413348574
19551,0,36.0,3.5,-0.31,36.757264183554916
19552,2,38.0,2.9,-0.31,38.92157329601039
19553,0,45.0,3.6,0.55,45.28817965263296
19554,3,35.0,2.9,-2.12,35.60448111766814
19555,0,36.0,3.8,0.6,36.757264183554916
19556,0,37.0,3.2,-0.47,36.757264183554916
19557,0,42.0,3.0,0.07,43.325316413348574
19558,0,36.5,2.9,0.02,36.757264183554916
19559,2,30.0,3.2,-1.51,30.6935219105224
19560,0,43.0,2.9,0.2,43.325316413348574
19561,0,36.0,3.7,0.43,36.757264183554916
19562,0,43.0,3.0,1.47,43.325316413348574
19563,0,42.0,3.5,1.78,43.325316413348574
19564,0,44.0,4.0,1.39,45.28817965263296
19565,0,31.0,3.6,-0.19,30.41726256161723
19566,4,42.0,3.1,-1.21,43.60299494094282
19567,0,37.0,3.5,0.6,36.757264183554916
19568,0,42.0,3.3,0.86,43.325316413348574
19569,0,41.0,3.1,0.12,41.130447198770625
19570,0,36.0,3.7,-0.31,36.757264183554916
19571,0,38.0,3.3,0.25,38.91366637980439
19572,0,38.0,3.2,0.99,38.91366637980439
19573,0,37.0,3.6,0.3,36.757264183554916
19574,0,34.0,3.4,-0.47,34.57730321089646
19575,0,43.0,3.8,1.14,43.325316413348574
19576,0,37.0,4.0,1.22,36.757264183554916
