,sex,LSAT,UGPA,ZFYA,fairScore
20339,1,32.0,3.4,0.84,32.921753595657464
20340,1,31.0,3.4,-0.46,30.853478459995404
20341,0,32.0,3.3,-0.12,32.017492169171646
20342,1,35.0,3.1,-0.41,35.17017203352973
20343,1,33.0,3.3,0.68,32.921753595657464
20344,1,31.5,3.4,0.34,32.921753595657464
20345,0,33.0,2.0,0.29,32.017492169171646
20346,1,38.0,3.1,-0.27,39.50881179099064
20347,1,37.0,3.3,-0.34,37.365151536881505
20348,0,31.0,3.0,-0.34,29.843534062096946
20349,1,38.0,2.4,1.28,39.50881179099064
20350,0,40.0,2.7,0.39,40.721656787614336
20351,0,29.0,2.6,0.07,27.650038935489906
20352,0,34.0,3.0,-0.41,34.207678710157104
20353,0,35.0,3.0,0.31,34.207678710157104
20354,0,39.0,2.8,0.1,38.59153295217082
20355,1,32.75,3.0,0.51,32.921753595657464
20356,0,34.0,3.1,1.18,34.207678710157104
20357,0,34.0,2.3,-0.05,34.207678710157104
20358,1,33.0,3.1,-0.7,32.921753595657464
20359,0,32.0,3.4,1.16,32.017492169171646
20360,0,34.5,2.9,0.53,34.207678710157104
20361,0,39.0,2.6,-0.44,38.59153295217082
20362,1,32.0,3.5,0.36,32.921753595657464
20363,0,40.0,2.9,0.43,40.721656787614336
20364,0,35.0,2.8,0.75,34.207678710157104
20365,0,23.5,3.2,-0.19,23.563039570258294
20366,1,33.0,3.1,-0.17,32.921753595657464
20367,0,35.0,3.3,0.46,34.207678710157104
20368,1,29.75,2.5,0.41,30.853478459995404
20369,1,32.0,3.3,-0.32,32.921753595657464
20370,0,37.0,2.8,-0.03,36.41346478420596
20371,0,34.0,3.1,1.26,34.207678710157104
20372,0,30.0,3.0,-0.12,29.843534062096946
20373,0,31.0,3.2,0.36,29.843534062096946
20374,0,35.0,3.1,0.65,34.207678710157104
20375,0,35.0,2.7,-1.45,34.207678710157104
20376,1,28.5,3.4,0.26,28.813945574957486
20377,1,37.0,2.8,0.68,37.365151536881505
20378,1,31.0,3.5,0.6,30.853478459995404
20379,0,30.0,2.7,-0.9,29.843534062096946
20380,0,33.0,2.2,0.68,32.017492169171646
20381,0,42.0,2.4,-0.29,43.19111506898679
20382,0,23.0,2.8,-1.65,21.551964612425838
20383,0,36.0,3.1,0.68,36.41346478420596
20384,0,32.5,3.3,-0.99,32.017492169171646
20385,0,44.0,2.2,-0.29,45.23413352842084
20386,1,33.5,3.1,0.05,35.17017203352973
20387,1,35.0,3.0,0.46,35.17017203352973
20388,0,38.0,3.0,0.7,38.59153295217082
20389,1,34.0,3.0,-0.92,35.17017203352973
20390,0,33.0,2.4,0.29,32.017492169171646
20391,0,35.0,3.2,0.94,34.207678710157104
20392,1,38.0,2.8,0.82,39.50881179099064
20393,1,31.0,3.2,-0.78,30.853478459995404
20394,0,33.0,3.8,0.78,32.017492169171646
20395,0,31.0,3.5,1.35,29.843534062096946
20396,1,32.5,2.5,0.24,32.921753595657464
20397,0,42.0,2.0,1.06,43.19111506898679
20398,0,37.0,3.0,-0.27,36.41346478420596
20399,0,39.0,3.2,1.69,38.59153295217082
20400,0,36.0,2.9,0.34,36.41346478420596
20401,0,28.0,3.3,1.43,27.650038935489906
20402,1,22.0,2.6,-1.14,22.685237964276627
20403,1,36.0,3.2,1.69,37.365151536881505
20404,0,32.0,2.3,0.48,32.017492169171646
20405,0,33.0,2.9,-0.39,32.017492169171646
20406,0,32.0,3.2,1.01,32.017492169171646
20407,0,43.0,2.1,-0.1,43.19111506898679
20408,0,44.0,3.2,0.75,45.23413352842084
20409,0,40.0,3.2,0.89,40.721656787614336
20410,0,33.5,3.6,-0.73,34.207678710157104
20411,1,39.0,3.4,-0.05,39.50881179099064
20412,0,39.0,3.5,-0.35,38.59153295217082
20413,1,39.0,3.5,0.64,39.50881179099064
20414,0,41.0,3.0,0.37,40.721656787614336
20415,0,41.0,3.3,0.26,40.721656787614336
20416,1,40.0,3.5,0.53,41.67656281304559
20417,0,38.0,3.6,-0.05,38.59153295217082
20418,1,34.0,3.9,-0.18,35.17017203352973
20419,0,39.0,3.9,0.26,38.59153295217082
20420,0,44.0,3.2,-0.24,45.23413352842084
20421,0,40.0,2.7,0.92,40.721656787614336
20422,0,42.0,3.4,1.0,43.19111506898679
20423,1,43.0,4.0,1.85,43.892828873340214
20424,0,39.0,3.4,0.01,38.59153295217082
20425,1,45.0,3.9,1.85,45.97197194861029
20426,1,40.0,3.2,1.05,41.67656281304559
20427,0,41.0,3.6,0.45,40.721656787614336
20428,0,39.0,3.6,0.01,38.59153295217082
20429,1,45.0,3.1,-0.29,45.97197194861029
20430,1,41.0,3.4,0.2,41.67656281304559
20431,1,45.0,3.4,-0.62,45.97197194861029
20432,0,42.0,3.3,0.89,43.19111506898679
20433,0,42.0,3.0,-0.32,43.19111506898679
20434,1,38.0,3.3,0.78,39.50881179099064
20435,1,32.0,3.5,-0.13,32.921753595657464
20436,1,43.0,3.3,0.12,43.892828873340214
20437,1,45.0,3.1,-0.73,45.97197194861029
20438,0,46.0,2.9,-1.36,47.09820080732016
20439,0,41.0,3.8,1.19,40.721656787614336
20440,1,40.0,3.3,-1.28,41.67656281304559
20441,0,38.5,3.5,0.45,38.59153295217082
20442,0,39.0,3.2,-0.13,38.59153295217082
20443,0,36.5,3.6,0.01,36.41346478420596
20444,0,36.5,3.3,-2.13,36.41346478420596
20445,1,39.0,3.7,0.5,39.50881179099064
20446,0,40.0,3.6,0.7,40.721656787614336
20447,0,40.0,3.4,-0.07,40.721656787614336
20448,1,39.0,3.5,-0.62,39.50881179099064
20449,0,40.0,3.4,-1.53,40.721656787614336
20450,0,40.0,3.4,1.88,40.721656787614336
20451,0,41.0,3.3,-0.76,40.721656787614336
20452,0,38.0,2.8,0.77,38.59153295217082
20453,0,31.0,3.8,-0.03,29.843534062096946
20454,0,36.0,3.1,0.05,36.41346478420596
20455,1,36.0,3.4,0.37,37.365151536881505
20456,0,39.0,3.2,-1.48,38.59153295217082
20457,0,35.0,2.4,1.0,34.207678710157104
20458,1,27.5,2.9,-0.96,28.813945574957486
20459,0,32.0,3.4,0.31,32.017492169171646
20460,1,43.0,2.8,1.08,43.892828873340214
20461,0,39.0,3.2,-0.14,38.59153295217082
20462,1,31.0,2.7,-0.11,30.853478459995404
20463,0,37.0,3.1,-1.17,36.41346478420596
20464,1,41.0,3.7,1.21,41.67656281304559
20465,0,33.0,3.7,-0.14,32.017492169171646
20466,1,34.0,3.7,-0.66,35.17017203352973
20467,1,39.0,3.2,0.29,39.50881179099064
20468,0,40.0,3.0,0.14,40.721656787614336
20469,0,36.0,3.4,-0.56,36.41346478420596
20470,1,42.0,3.8,0.92,43.892828873340214
20471,0,38.0,3.1,-0.07,38.59153295217082
20472,0,38.0,3.1,1.25,38.59153295217082
20473,0,34.0,3.5,-0.54,34.207678710157104
20474,1,29.5,3.0,-0.81,30.853478459995404
20475,1,35.0,3.3,-1.78,35.17017203352973
20476,0,37.0,3.2,-0.75,36.41346478420596
20477,0,38.0,3.3,0.22,38.59153295217082
20478,1,37.0,3.9,1.69,37.365151536881505
20479,1,32.0,3.7,0.43,32.921753595657464
20480,0,38.0,3.6,0.9,38.59153295217082
20481,0,42.0,2.5,-0.62,43.19111506898679
20482,1,32.0,3.5,0.37,32.921753595657464
20483,1,34.0,3.5,-0.51,35.17017203352973
20484,1,34.0,3.3,-0.75,35.17017203352973
20485,1,39.0,3.3,-1.29,39.50881179099064
20486,1,38.0,3.3,1.97,39.50881179099064
20487,0,32.0,3.5,-0.41,32.017492169171646
20488,0,32.0,3.7,-0.39,32.017492169171646
20489,1,38.0,3.6,0.79,39.50881179099064
20490,0,37.0,3.4,-0.28,36.41346478420596
20491,0,43.0,2.9,0.94,43.19111506898679
20492,1,23.0,3.7,0.45,22.685237964276627
20493,0,33.0,3.0,-0.45,32.017492169171646
20494,0,43.0,2.9,-1.59,43.19111506898679
20495,0,43.0,3.3,2.09,43.19111506898679
20496,0,37.0,3.1,-0.48,36.41346478420596
20497,1,36.0,3.1,-0.61,37.365151536881505
20498,0,38.0,3.3,-0.9,38.59153295217082
20499,0,33.0,2.7,-1.23,32.017492169171646
20500,0,24.5,3.6,-0.84,23.563039570258294
20501,1,33.0,3.9,-0.3,32.921753595657464
20502,1,37.0,2.6,-0.57,37.365151536881505
20503,0,42.0,3.2,-1.48,43.19111506898679
20504,1,35.0,3.0,-0.63,35.17017203352973
20505,0,42.0,3.1,0.52,43.19111506898679
20506,0,39.0,3.2,0.25,38.59153295217082
20507,0,38.0,3.2,-0.59,38.59153295217082
20508,0,35.0,3.1,0.39,34.207678710157104
20509,0,34.0,3.1,0.87,34.207678710157104
20510,0,37.0,3.1,-1.35,36.41346478420596
20511,0,40.0,3.1,0.5,40.721656787614336
20512,1,43.0,3.1,-0.05,43.892828873340214
20513,0,34.0,3.7,0.37,34.207678710157104
20514,0,30.0,2.9,-0.54,29.843534062096946
20515,0,38.0,3.1,0.66,38.59153295217082
20516,1,43.0,3.6,2.05,43.892828873340214
20517,1,40.0,3.4,1.55,41.67656281304559
20518,0,38.0,3.0,0.31,38.59153295217082
20519,1,40.0,3.0,-0.32,41.67656281304559
20520,0,35.0,3.2,-1.77,34.207678710157104
20521,0,33.0,3.2,-0.71,32.017492169171646
20522,0,34.0,3.6,-0.46,34.207678710157104
20523,1,34.0,3.4,-0.05,35.17017203352973
20524,1,36.5,3.0,-1.33,37.365151536881505
20525,0,35.0,3.2,0.22,34.207678710157104
20526,0,38.0,3.2,-0.44,38.59153295217082
20527,1,37.0,3.2,-0.4,37.365151536881505
20528,0,41.0,2.9,0.5,40.721656787614336
20529,0,36.0,3.4,1.66,36.41346478420596
20530,0,33.0,3.1,-1.42,32.017492169171646
20531,1,45.0,3.7,1.28,45.97197194861029
20532,0,35.0,3.6,0.31,34.207678710157104
20533,1,27.0,3.5,0.27,26.764884964683947
20534,0,39.0,3.1,-0.96,38.59153295217082
20535,0,30.0,3.9,0.5,29.843534062096946
20536,0,36.0,3.4,1.16,36.41346478420596
20537,1,29.5,3.2,-0.96,30.853478459995404
20538,0,33.0,3.2,-1.25,32.017492169171646
20539,1,40.0,3.0,0.49,41.67656281304559
20540,0,34.0,2.9,-1.77,34.207678710157104
20541,0,36.0,3.3,-0.27,36.41346478420596
20542,0,43.0,2.8,1.03,43.19111506898679
20543,0,38.0,3.7,0.29,38.59153295217082
20544,0,35.0,3.2,1.26,34.207678710157104
20545,0,40.0,3.4,0.35,40.721656787614336
20546,0,39.0,3.1,1.39,38.59153295217082
20547,1,35.0,3.2,0.54,35.17017203352973
20548,0,37.0,3.2,0.06,36.41346478420596
20549,0,35.0,3.4,0.72,34.207678710157104
20550,1,37.0,3.4,1.01,37.365151536881505
20551,1,42.0,3.9,0.93,43.892828873340214
20552,1,34.0,2.9,-0.42,35.17017203352973
20553,1,38.0,3.6,-1.11,39.50881179099064
20554,0,34.0,2.9,0.14,34.207678710157104
20555,0,36.5,3.2,1.12,36.41346478420596
20556,0,43.0,3.1,0.68,43.19111506898679
20557,0,37.0,2.9,-0.92,36.41346478420596
20558,1,24.0,3.1,-1.86,24.76502944831482
20559,0,37.0,2.9,-0.81,36.41346478420596
20560,0,43.0,2.6,0.31,43.19111506898679
20561,0,29.0,2.9,-0.29,27.650038935489906
20562,1,30.0,3.2,0.86,30.853478459995404
20563,0,33.0,3.1,-0.52,32.017492169171646
20564,0,36.0,2.8,-0.73,36.41346478420596
20565,1,40.0,2.4,1.07,41.67656281304559
20566,0,33.0,3.0,-0.5,32.017492169171646
20567,0,33.0,2.8,0.08,32.017492169171646
20568,0,33.0,3.7,0.5,32.017492169171646
20569,1,30.0,3.5,-0.81,30.853478459995404
20570,0,33.0,3.5,0.65,32.017492169171646
20571,0,43.0,3.0,2.59,43.19111506898679
20572,1,39.0,2.6,-0.55,39.50881179099064
20573,1,31.0,3.2,-0.03,30.853478459995404
20574,1,35.0,3.4,0.05,35.17017203352973
20575,1,22.0,2.5,-1.6,22.685237964276627
20576,1,41.0,3.1,1.02,41.67656281304559
20577,1,35.5,3.5,0.91,37.365151536881505
20578,1,30.0,3.4,0.5,30.853478459995404
20579,1,33.0,3.7,2.06,32.921753595657464
20580,0,41.0,3.2,1.1,40.721656787614336
20581,0,27.5,2.4,0.39,27.650038935489906
20582,0,35.0,2.8,-0.65,34.207678710157104
20583,1,34.0,3.1,0.65,35.17017203352973
20584,1,32.0,3.5,-0.13,32.921753595657464
20585,0,31.0,4.0,-1.44,29.843534062096946
20586,0,33.0,2.7,-0.03,32.017492169171646
20587,0,33.5,2.8,0.39,34.207678710157104
20588,0,44.0,3.0,0.31,45.23413352842084
20589,0,35.0,2.8,-1.7,34.207678710157104
20590,1,37.0,3.0,-0.81,37.365151536881505
20591,0,34.0,3.4,0.31,34.207678710157104
20592,0,41.0,2.8,0.84,40.721656787614336
20593,1,25.0,3.6,-1.94,24.76502944831482
20594,0,33.0,2.9,-0.47,32.017492169171646
20595,0,42.0,3.0,1.02,43.19111506898679
20596,0,31.0,2.6,-0.03,29.843534062096946
20597,0,36.0,2.5,-0.11,36.41346478420596
20598,1,28.0,2.5,-2.43,28.813945574957486
20599,1,34.0,4.0,0.05,35.17017203352973
20600,1,22.5,3.4,-2.33,22.685237964276627
20601,0,29.0,3.5,-1.36,27.650038935489906
20602,1,31.0,3.6,0.91,30.853478459995404
20603,1,36.0,2.8,0.31,37.365151536881505
20604,1,37.0,3.8,0.84,37.365151536881505
20605,0,39.0,3.2,1.62,38.59153295217082
20606,0,29.0,2.5,-0.29,27.650038935489906
20607,1,33.0,3.7,-0.47,32.921753595657464
20608,1,19.0,3.0,-0.92,18.798987668858302
20609,1,33.5,3.0,-0.13,35.17017203352973
20610,0,28.0,3.4,-0.63,27.650038935489906
20611,1,39.0,3.5,0.36,39.50881179099064
20612,0,31.0,3.7,-0.73,29.843534062096946
20613,1,45.0,3.6,2.33,45.97197194861029
20614,0,35.0,3.6,-0.73,34.207678710157104
20615,1,35.0,3.1,-0.65,35.17017203352973
20616,0,40.0,3.1,0.91,40.721656787614336
20617,0,42.0,2.9,-0.89,43.19111506898679
20618,1,29.5,3.5,-0.21,30.853478459995404
20619,1,37.0,3.3,-0.47,37.365151536881505
20620,0,32.0,2.7,-0.42,32.017492169171646
20621,1,38.0,3.0,0.47,39.50881179099064
20622,0,39.5,2.2,0.65,40.721656787614336
20623,1,36.0,2.7,2.01,37.365151536881505
20624,0,42.0,2.6,-0.29,43.19111506898679
20625,0,26.0,3.5,0.23,25.55400660018916
20626,0,36.0,3.0,-0.99,36.41346478420596
20627,0,36.0,3.3,-0.39,36.41346478420596
20628,1,39.0,3.5,0.31,39.50881179099064
20629,0,36.0,3.5,-0.39,36.41346478420596
20630,1,37.0,3.5,0.26,37.365151536881505
20631,0,38.0,3.1,-0.84,38.59153295217082
20632,1,42.0,4.1,1.26,43.892828873340214
20633,0,36.75,2.7,-1.14,36.41346478420596
20634,0,39.0,3.4,-1.82,38.59153295217082
20635,1,37.0,3.8,1.31,37.365151536881505
20636,0,24.0,2.1,-0.38,23.563039570258294
20637,0,39.0,3.5,0.58,38.59153295217082
20638,1,36.0,2.4,0.1,37.365151536881505
20639,0,32.0,2.4,0.05,32.017492169171646
20640,1,34.0,3.9,2.32,35.17017203352973
20641,1,37.0,3.2,-0.35,37.365151536881505
20642,0,34.0,3.4,0.63,34.207678710157104
20643,1,31.5,3.6,0.83,32.921753595657464
20644,1,31.0,3.3,-0.11,30.853478459995404
20645,0,41.0,2.7,0.03,40.721656787614336
20646,0,35.0,2.5,0.43,34.207678710157104
20647,1,39.0,3.1,0.81,39.50881179099064
20648,1,40.0,3.0,1.11,41.67656281304559
20649,1,24.0,3.8,-0.23,24.76502944831482
20650,0,35.0,2.8,-0.52,34.207678710157104
20651,1,29.5,2.3,-1.24,30.853478459995404
20652,0,36.0,3.2,-0.13,36.41346478420596
20653,0,36.0,3.5,-1.21,36.41346478420596
20654,0,26.5,3.3,-1.27,25.55400660018916
20655,0,34.0,3.1,-1.16,34.207678710157104
20656,1,27.0,3.3,-0.51,26.764884964683947
20657,0,42.0,3.4,1.39,43.19111506898679
20658,1,38.0,3.1,0.01,39.50881179099064
20659,1,26.25,3.2,0.76,26.764884964683947
20660,1,35.0,3.3,0.73,35.17017203352973
20661,1,35.0,3.1,0.14,35.17017203352973
20662,0,27.0,3.1,0.05,25.55400660018916
20663,1,28.0,3.5,0.48,28.813945574957486
20664,1,24.0,3.0,-0.81,24.76502944831482
20665,1,38.0,2.9,-0.91,39.50881179099064
20666,1,37.0,3.2,0.35,37.365151536881505
20667,0,37.0,2.5,0.13,36.41346478420596
20668,0,28.0,2.5,-1.34,27.650038935489906
20669,1,40.0,3.7,2.33,41.67656281304559
20670,1,32.0,3.7,-0.08,32.921753595657464
20671,1,24.0,3.4,0.55,24.76502944831482
20672,0,29.0,2.7,0.51,27.650038935489906
20673,0,34.0,2.9,-1.65,34.207678710157104
20674,1,35.0,3.4,-0.33,35.17017203352973
20675,1,37.0,3.9,1.84,37.365151536881505
20676,1,28.0,2.9,-1.34,28.813945574957486
20677,0,34.0,3.4,0.05,34.207678710157104
20678,1,39.0,3.6,2.38,39.50881179099064
20679,0,35.5,3.6,0.89,36.41346478420596
20680,0,29.5,2.4,-1.11,29.843534062096946
20681,0,31.0,2.8,-0.56,29.843534062096946
20682,0,38.0,3.5,1.26,38.59153295217082
20683,0,40.0,3.5,1.22,40.721656787614336
20684,1,41.0,2.0,0.2,41.67656281304559
20685,1,33.0,3.6,0.02,32.921753595657464
20686,0,25.0,2.0,-0.77,23.563039570258294
20687,1,36.0,2.9,-0.91,37.365151536881505
20688,1,29.0,3.9,-0.44,28.813945574957486
20689,0,25.0,3.7,-0.81,23.563039570258294
20690,0,39.0,2.8,0.18,38.59153295217082
20691,1,40.0,3.7,0.68,41.67656281304559
20692,1,42.0,2.9,0.48,43.892828873340214
20693,1,42.0,3.1,-0.35,43.892828873340214
20694,0,23.0,2.5,-1.12,21.551964612425838
20695,0,35.0,3.7,1.1,34.207678710157104
20696,0,42.0,3.1,-1.49,43.19111506898679
20697,1,38.0,3.3,-0.66,39.50881179099064
20698,0,38.0,2.7,-0.56,38.59153295217082
20699,1,32.0,2.6,-0.43,32.921753595657464
20700,1,34.0,3.6,0.88,35.17017203352973
20701,0,30.0,2.1,-1.92,29.843534062096946
20702,1,27.0,2.9,-1.18,26.764884964683947
20703,1,39.0,3.3,0.63,39.50881179099064
20704,1,41.0,3.6,1.16,41.67656281304559
20705,0,31.0,2.6,-1.07,29.843534062096946
20706,1,33.0,3.4,-0.23,32.921753595657464
20707,1,36.0,3.3,-0.07,37.365151536881505
20708,0,26.0,2.7,-1.54,25.55400660018916
20709,1,33.0,3.2,1.01,32.921753595657464
20710,0,45.0,2.6,1.04,45.23413352842084
20711,1,35.0,3.4,-0.79,35.17017203352973
20712,1,38.0,3.4,1.19,39.50881179099064
20713,1,37.0,3.3,0.84,37.365151536881505
20714,0,38.0,2.8,0.68,38.59153295217082
20715,1,24.0,2.6,-1.53,24.76502944831482
20716,1,40.0,3.7,1.77,41.67656281304559
20717,0,32.0,3.1,0.36,32.017492169171646
20718,1,25.0,2.5,0.53,24.76502944831482
20719,0,35.0,2.2,-0.1,34.207678710157104
20720,0,30.0,2.2,1.23,29.843534062096946
20721,0,34.0,2.9,-0.61,34.207678710157104
20722,0,41.0,2.7,-1.57,40.721656787614336
20723,0,22.75,3.6,-1.28,21.551964612425838
20724,0,32.0,2.8,-0.29,32.017492169171646
20725,1,36.0,3.1,0.92,37.365151536881505
20726,1,34.0,3.2,-1.26,35.17017203352973
20727,1,38.0,3.0,0.19,39.50881179099064
20728,1,34.0,2.8,0.6,35.17017203352973
20729,1,42.0,1.9,-0.22,43.892828873340214
20730,1,33.0,2.9,-0.39,32.921753595657464
20731,0,32.0,3.0,0.94,32.017492169171646
20732,1,32.5,3.2,-0.29,32.921753595657464
20733,0,33.0,2.8,-0.97,32.017492169171646
20734,1,33.0,3.5,0.58,32.921753595657464
20735,0,39.0,3.1,0.99,38.59153295217082
20736,0,39.0,2.5,2.22,38.59153295217082
20737,0,34.0,3.0,-0.53,34.207678710157104
20738,1,34.5,3.2,0.1,35.17017203352973
20739,0,34.0,2.4,0.65,34.207678710157104
20740,0,36.0,3.1,-0.1,36.41346478420596
20741,1,31.0,3.3,0.48,30.853478459995404
20742,1,34.0,3.1,-0.17,35.17017203352973
20743,0,33.0,3.2,1.55,32.017492169171646
20744,1,35.0,3.2,2.08,35.17017203352973
20745,0,37.0,2.9,0.55,36.41346478420596
20746,0,32.0,2.5,1.01,32.017492169171646
20747,1,30.5,3.6,-0.24,30.853478459995404
20748,0,28.75,3.5,-0.56,27.650038935489906
20749,0,34.0,3.1,1.81,34.207678710157104
20750,1,36.0,3.4,0.84,37.365151536881505
20751,1,32.0,3.3,-0.87,32.921753595657464
20752,1,30.5,2.4,-0.92,30.853478459995404
20753,0,38.5,2.8,-0.03,38.59153295217082
20754,1,38.0,3.2,0.51,39.50881179099064
20755,1,37.5,2.8,0.07,39.50881179099064
20756,1,30.0,3.3,0.58,30.853478459995404
20757,0,38.0,3.1,0.07,38.59153295217082
20758,0,35.5,3.0,1.21,36.41346478420596
20759,1,36.0,2.8,-0.1,37.365151536881505
20760,0,33.5,3.0,1.33,34.207678710157104
20761,1,37.0,3.2,1.59,37.365151536881505
20762,0,38.0,2.7,-0.17,38.59153295217082
20763,0,41.0,2.7,-0.87,40.721656787614336
20764,0,32.0,3.1,1.67,32.017492169171646
20765,1,32.0,3.5,2.25,32.921753595657464
20766,0,35.0,2.9,0.92,34.207678710157104
20767,0,31.0,3.5,1.09,29.843534062096946
20768,1,31.5,3.1,0.87,32.921753595657464
20769,1,32.0,3.3,-0.39,32.921753595657464
20770,0,33.0,2.1,2.17,32.017492169171646
20771,0,35.0,2.8,0.84,34.207678710157104
20772,1,34.0,3.1,-1.4,35.17017203352973
20773,0,35.0,3.7,-0.24,34.207678710157104
20774,0,29.0,3.5,0.89,27.650038935489906
20775,1,33.0,3.3,0.17,32.921753595657464
20776,1,26.25,3.6,-0.56,26.764884964683947
20777,1,24.0,3.2,0.17,24.76502944831482
20778,0,31.5,3.2,0.29,32.017492169171646
20779,0,37.0,2.9,1.16,36.41346478420596
20780,0,37.0,3.2,0.87,36.41346478420596
20781,0,35.0,2.2,0.36,34.207678710157104
20782,0,34.0,3.2,-0.48,34.207678710157104
20783,0,25.5,2.7,0.02,25.55400660018916
20784,1,37.0,3.3,1.04,37.365151536881505
20785,0,27.0,3.3,1.5,25.55400660018916
20786,0,33.0,2.7,-0.78,32.017492169171646
20787,1,27.5,3.8,0.77,28.813945574957486
20788,1,33.0,3.3,-0.36,32.921753595657464
20789,1,39.0,2.6,-1.02,39.50881179099064
20790,1,35.0,3.0,-0.36,35.17017203352973
20791,0,35.0,3.2,0.43,34.207678710157104
20792,0,37.0,2.6,0.65,36.41346478420596
20793,1,32.0,2.4,0.39,32.921753595657464
20794,0,33.0,3.4,0.55,32.017492169171646
20795,1,37.0,2.8,0.48,37.365151536881505
20796,0,29.0,3.3,-2.15,27.650038935489906
20797,1,35.0,2.6,-0.85,35.17017203352973
20798,0,44.0,2.9,1.96,45.23413352842084
20799,1,44.0,3.0,0.75,45.97197194861029
20800,1,46.0,3.1,1.61,47.613943188290406
20801,0,47.0,3.2,0.69,47.09820080732016
20802,0,47.0,2.8,0.83,47.09820080732016
20803,0,44.0,3.1,0.17,45.23413352842084
20804,1,32.5,4.0,0.88,32.921753595657464
20805,1,38.0,3.5,-0.76,39.50881179099064
20806,1,39.0,3.4,-0.59,39.50881179099064
20807,1,42.0,3.2,0.78,43.892828873340214
20808,0,41.0,3.4,-0.07,40.721656787614336
20809,1,39.0,3.5,-0.1,39.50881179099064
20810,0,44.0,3.3,0.17,45.23413352842084
20811,0,40.0,3.0,-1.1,40.721656787614336
20812,0,23.0,2.7,-1.57,21.551964612425838
20813,0,36.0,3.2,0.74,36.41346478420596
20814,0,42.0,3.5,-0.54,43.19111506898679
20815,1,41.0,3.6,-0.34,41.67656281304559
20816,0,48.0,4.0,1.91,49.0
20817,1,40.0,3.4,0.12,41.67656281304559
20818,1,43.0,3.2,0.32,43.892828873340214
20819,0,41.0,3.7,0.32,40.721656787614336
20820,0,39.5,3.5,0.74,40.721656787614336
20821,0,46.0,3.5,1.54,47.09820080732016
20822,1,43.0,3.6,2.11,43.892828873340214
20823,0,42.0,3.3,-0.64,43.19111506898679
20824,1,41.0,3.7,-0.24,41.67656281304559
20825,1,38.0,3.5,-0.71,39.50881179099064
20826,1,34.0,2.9,-1.15,35.17017203352973
20827,0,42.0,3.2,0.54,43.19111506898679
20828,1,42.0,3.3,0.51,43.892828873340214
20829,1,38.0,3.3,0.03,39.50881179099064
20830,0,46.0,3.2,0.12,47.09820080732016
20831,0,37.0,3.8,1.25,36.41346478420596
20832,0,38.0,3.7,-0.81,38.59153295217082
20833,1,36.0,3.3,-0.71,37.365151536881505
20834,1,40.0,3.9,-0.76,41.67656281304559
20835,0,38.0,3.3,-0.39,38.59153295217082
20836,0,44.0,3.3,1.15,45.23413352842084
20837,1,37.0,3.5,1.35,37.365151536881505
20838,1,42.0,3.5,0.81,43.892828873340214
20839,0,39.0,3.5,-0.24,38.59153295217082
20840,1,48.0,3.6,2.42,49.0
20841,1,42.0,3.6,-0.64,43.892828873340214
20842,1,40.0,3.8,0.07,41.67656281304559
20843,0,43.0,3.0,-1.05,43.19111506898679
20844,0,39.0,3.5,-0.02,38.59153295217082
20845,0,39.0,3.9,0.54,38.59153295217082
20846,0,36.0,2.4,-2.13,36.41346478420596
20847,0,40.0,3.2,0.22,40.721656787614336
20848,0,45.0,3.4,0.69,45.23413352842084
20849,0,39.0,2.6,-1.0,38.59153295217082
20850,1,34.0,2.5,0.12,35.17017203352973
20851,1,42.0,3.5,1.81,43.892828873340214
20852,1,43.0,3.3,-0.07,43.892828873340214
20853,0,46.0,3.2,0.64,47.09820080732016
20854,1,20.5,2.5,-2.42,20.582534916487617
20855,1,46.0,2.9,0.39,47.613943188290406
20856,1,21.0,2.9,-3.35,20.582534916487617
20857,1,42.0,3.6,0.32,43.892828873340214
20858,0,33.0,3.8,-2.28,32.017492169171646
20859,0,39.0,3.7,0.17,38.59153295217082
20860,0,39.0,3.5,1.08,38.59153295217082
20861,1,34.0,4.0,-0.1,35.17017203352973
20862,0,43.0,3.2,-0.49,43.19111506898679
20863,0,39.0,3.7,-0.39,38.59153295217082
20864,0,38.0,3.3,0.88,38.59153295217082
20865,0,25.0,2.6,-2.59,23.563039570258294
20866,1,40.0,3.2,0.69,41.67656281304559
20867,0,44.0,3.4,0.51,45.23413352842084
20868,0,39.0,3.7,-0.29,38.59153295217082
20869,1,33.0,3.8,0.98,32.921753595657464
20870,1,42.0,3.3,0.47,43.892828873340214
20871,0,42.0,3.1,0.54,43.19111506898679
20872,0,34.0,3.7,0.93,34.207678710157104
20873,1,41.0,3.5,-0.29,41.67656281304559
20874,0,39.0,3.6,1.08,38.59153295217082
20875,0,42.0,3.7,0.93,43.19111506898679
20876,1,41.0,3.4,-0.71,41.67656281304559
20877,0,44.0,3.4,-0.02,45.23413352842084
20878,0,25.0,2.3,-1.91,23.563039570258294
20879,0,44.0,3.4,0.64,45.23413352842084
20880,0,42.0,3.1,-0.29,43.19111506898679
20881,0,44.0,3.4,1.35,45.23413352842084
20882,0,36.0,3.7,-0.34,36.41346478420596
20883,0,37.0,3.8,1.4,36.41346478420596
20884,1,41.0,3.0,-0.54,41.67656281304559
20885,0,46.0,2.9,-1.62,47.09820080732016
20886,0,45.0,3.7,-0.07,45.23413352842084
20887,1,39.0,3.3,1.3,39.50881179099064
