sex,LSAT,UGPA,ZFYA,uuid
1,38.0,3.3,1.97,8742507999134159337
0,32.0,3.5,-0.41,8742508003429126633
0,32.0,3.7,-0.39,8742508007724093929
1,38.0,3.6,0.79,8742508012019061225
0,37.0,3.4,-0.28,8742508016314028521
0,43.0,2.9,0.94,8742508020608995817
1,23.0,3.7,0.45,8742508024903963113
0,33.0,3.0,-0.45,8742508029198930409
0,43.0,2.9,-1.59,8742508033493897705
0,43.0,3.3,2.09,8742508037788865001
0,37.0,3.1,-0.48,8742508042083832297
1,36.0,3.1,-0.61,8742508046378799593
0,38.0,3.3,-0.9,8742508050673766889
0,33.0,2.7,-1.23,8742508054968734185
0,24.5,3.6,-0.84,8742508059263701481
1,33.0,3.9,-0.3,8742508063558668777
1,37.0,2.6,-0.57,8742508067853636073
0,42.0,3.2,-1.48,8742508072148603369
1,35.0,3.0,-0.63,8742508076443570665
0,42.0,3.1,0.52,8742508080738537961
0,39.0,3.2,0.25,8742508085033505257
0,38.0,3.2,-0.59,8742508089328472553
0,35.0,3.1,0.39,8742508093623439849
0,34.0,3.1,0.87,8742508097918407145
0,37.0,3.1,-1.35,8742508102213374441
0,40.0,3.1,0.5,8742508106508341737
1,43.0,3.1,-0.05,8742508110803309033
0,34.0,3.7,0.37,8742508115098276329
0,30.0,2.9,-0.54,8742508119393243625
0,38.0,3.1,0.66,8742508123688210921
1,43.0,3.6,2.05,8742508127983178217
1,40.0,3.4,1.55,8742508132278145513
0,38.0,3.0,0.31,8742508136573112809
1,40.0,3.0,-0.32,8742508140868080105
0,35.0,3.2,-1.77,8742508145163047401
0,33.0,3.2,-0.71,8742508149458014697
0,34.0,3.6,-0.46,8742508153752981993
1,34.0,3.4,-0.05,8742508158047949289
1,36.5,3.0,-1.33,8742508162342916585
0,35.0,3.2,0.22,8742508166637883881
0,38.0,3.2,-0.44,8742508170932851177
1,37.0,3.2,-0.4,8742508175227818473
0,41.0,2.9,0.5,8742508179522785769
0,36.0,3.4,1.66,8742508183817753065
0,33.0,3.1,-1.42,8742508188112720361
1,45.0,3.7,1.28,8742508192407687657
0,35.0,3.6,0.31,8742508196702654953
1,27.0,3.5,0.27,8742508200997622249
0,39.0,3.1,-0.96,8742508205292589545
0,30.0,3.9,0.5,8742508209587556841
0,36.0,3.4,1.16,8742508213882524137
1,29.5,3.2,-0.96,8742508218177491433
0,33.0,3.2,-1.25,8742508222472458729
1,40.0,3.0,0.49,8742508226767426025
0,34.0,2.9,-1.77,8742508231062393321
0,36.0,3.3,-0.27,8742508235357360617
0,43.0,2.8,1.03,8742508239652327913
0,38.0,3.7,0.29,8742508243947295209
0,35.0,3.2,1.26,8742508248242262505
0,40.0,3.4,0.35,8742508252537229801
0,39.0,3.1,1.39,8742508256832197097
1,35.0,3.2,0.54,8742508261127164393
0,37.0,3.2,0.06,8742508265422131689
0,35.0,3.4,0.72,8742508269717098985
1,37.0,3.4,1.01,8742508274012066281
1,42.0,3.9,0.93,8742508278307033577
1,34.0,2.9,-0.42,8742508282602000873
1,38.0,3.6,-1.11,8742508286896968169
0,34.0,2.9,0.14,8742508291191935465
0,36.5,3.2,1.12,8742508295486902761
0,43.0,3.1,0.68,8742508299781870057
0,37.0,2.9,-0.92,8742508304076837353
1,24.0,3.1,-1.86,8742508308371804649
0,37.0,2.9,-0.81,8742508312666771945
0,43.0,2.6,0.31,8742508316961739241
0,29.0,2.9,-0.29,8742508321256706537
1,30.0,3.2,0.86,8742508325551673833
0,33.0,3.1,-0.52,8742508329846641129
0,36.0,2.8,-0.73,8742508334141608425
1,40.0,2.4,1.07,8742508338436575721
0,33.0,3.0,-0.5,8742508342731543017
0,33.0,2.8,0.08,8742508347026510313
0,33.0,3.7,0.5,8742508351321477609
1,30.0,3.5,-0.81,8742508355616444905
0,33.0,3.5,0.65,8742508359911412201
0,43.0,3.0,2.59,8742508364206379497
1,39.0,2.6,-0.55,8742508368501346793
1,31.0,3.2,-0.03,8742508372796314089
1,35.0,3.4,0.05,8742508377091281385
1,22.0,2.5,-1.6,8742508381386248681
1,41.0,3.1,1.02,8742508385681215977
1,35.5,3.5,0.91,8742508389976183273
1,30.0,3.4,0.5,8742508394271150569
1,33.0,3.7,2.06,8742508398566117865
0,41.0,3.2,1.1,8742508402861085161
0,27.5,2.4,0.39,8742508407156052457
0,35.0,2.8,-0.65,8742508411451019753
1,34.0,3.1,0.65,8742508415745987049
1,32.0,3.5,-0.13,8742508420040954345
0,31.0,4.0,-1.44,8742508424335921641
0,33.0,2.7,-0.03,8742508428630888937
0,33.5,2.8,0.39,8742508432925856233
0,44.0,3.0,0.31,8742508437220823529
0,35.0,2.8,-1.7,8742508441515790825
1,37.0,3.0,-0.81,8742508445810758121
0,34.0,3.4,0.31,8742508450105725417
0,41.0,2.8,0.84,8742508454400692713
1,25.0,3.6,-1.94,8742508458695660009
0,33.0,2.9,-0.47,8742508462990627305
0,42.0,3.0,1.02,8742508467285594601
0,31.0,2.6,-0.03,8742508471580561897
0,36.0,2.5,-0.11,8742508475875529193
1,28.0,2.5,-2.43,8742508480170496489
1,34.0,4.0,0.05,8742508484465463785
1,22.5,3.4,-2.33,8742508488760431081
0,29.0,3.5,-1.36,8742508493055398377
1,31.0,3.6,0.91,8742508497350365673
1,36.0,2.8,0.31,8742508501645332969
1,37.0,3.8,0.84,8742508505940300265
0,39.0,3.2,1.62,8742508510235267561
0,29.0,2.5,-0.29,8742508514530234857
1,33.0,3.7,-0.47,8742508518825202153
1,19.0,3.0,-0.92,8742508523120169449
1,33.5,3.0,-0.13,8742508527415136745
0,28.0,3.4,-0.63,8742508531710104041
1,39.0,3.5,0.36,8742508536005071337
0,31.0,3.7,-0.73,8742508540300038633
1,45.0,3.6,2.33,8742508544595005929
0,35.0,3.6,-0.73,8742508548889973225
1,35.0,3.1,-0.65,8742508553184940521
0,40.0,3.1,0.91,8742508557479907817
0,42.0,2.9,-0.89,8742508561774875113
1,29.5,3.5,-0.21,8742508566069842409
1,37.0,3.3,-0.47,8742508570364809705
0,32.0,2.7,-0.42,8742508574659777001
1,38.0,3.0,0.47,8742508578954744297
0,39.5,2.2,0.65,8742508583249711593
1,36.0,2.7,2.01,8742508587544678889
0,42.0,2.6,-0.29,8742508591839646185
0,26.0,3.5,0.23,8742508596134613481
0,36.0,3.0,-0.99,8742508600429580777
0,36.0,3.3,-0.39,8742508604724548073
1,39.0,3.5,0.31,8742508609019515369
0,36.0,3.5,-0.39,8742508613314482665
1,37.0,3.5,0.26,8742508617609449961
0,38.0,3.1,-0.84,8742508621904417257
1,42.0,4.1,1.26,8742508626199384553
0,36.75,2.7,-1.14,8742508630494351849
0,39.0,3.4,-1.82,8742508634789319145
1,37.0,3.8,1.31,8742508639084286441
0,24.0,2.1,-0.38,8742508643379253737
0,39.0,3.5,0.58,8742508647674221033
1,36.0,2.4,0.1,8742508651969188329
0,32.0,2.4,0.05,8742508656264155625
1,34.0,3.9,2.32,8742508660559122921
1,37.0,3.2,-0.35,8742508664854090217
0,34.0,3.4,0.63,8742508669149057513
1,31.5,3.6,0.83,8742508673444024809
1,31.0,3.3,-0.11,8742508677738992105
0,41.0,2.7,0.03,8742508682033959401
0,35.0,2.5,0.43,8742508686328926697
1,39.0,3.1,0.81,8742508690623893993
1,40.0,3.0,1.11,8742508694918861289
1,24.0,3.8,-0.23,8742508699213828585
0,35.0,2.8,-0.52,8742508703508795881
1,29.5,2.3,-1.24,8742508707803763177
0,36.0,3.2,-0.13,8742508712098730473
0,36.0,3.5,-1.21,8742508716393697769
0,26.5,3.3,-1.27,8742508720688665065
0,34.0,3.1,-1.16,8742508724983632361
1,27.0,3.3,-0.51,8742508729278599657
0,42.0,3.4,1.39,8742508733573566953
1,38.0,3.1,0.01,8742508737868534249
1,26.25,3.2,0.76,8742508742163501545
1,35.0,3.3,0.73,8742508746458468841
1,35.0,3.1,0.14,8742508750753436137
0,27.0,3.1,0.05,8742508755048403433
1,28.0,3.5,0.48,8742508759343370729
1,24.0,3.0,-0.81,8742508763638338025
1,38.0,2.9,-0.91,8742508767933305321
1,37.0,3.2,0.35,8742508772228272617
0,37.0,2.5,0.13,8742508776523239913
0,28.0,2.5,-1.34,8742508780818207209
1,40.0,3.7,2.33,8742508785113174505
1,32.0,3.7,-0.08,8742508789408141801
1,24.0,3.4,0.55,8742508793703109097
0,29.0,2.7,0.51,8742508797998076393
0,34.0,2.9,-1.65,8742508802293043689
1,35.0,3.4,-0.33,8742508806588010985
1,37.0,3.9,1.84,8742508810882978281
1,28.0,2.9,-1.34,8742508815177945577
0,34.0,3.4,0.05,8742508819472912873
1,39.0,3.6,2.38,8742508823767880169
0,35.5,3.6,0.89,8742508828062847465
0,29.5,2.4,-1.11,8742508832357814761
0,31.0,2.8,-0.56,8742508836652782057
0,38.0,3.5,1.26,8742508840947749353
0,40.0,3.5,1.22,8742508845242716649
1,41.0,2.0,0.2,8742508849537683945
1,33.0,3.6,0.02,8742508853832651241
0,25.0,2.0,-0.77,8742508858127618537
1,36.0,2.9,-0.91,8742508862422585833
1,29.0,3.9,-0.44,8742508866717553129
0,25.0,3.7,-0.81,8742508871012520425
0,39.0,2.8,0.18,8742508875307487721
1,40.0,3.7,0.68,8742508879602455017
1,42.0,2.9,0.48,8742508883897422313
1,42.0,3.1,-0.35,8742508888192389609
0,23.0,2.5,-1.12,8742508892487356905
0,35.0,3.7,1.1,8742508896782324201
0,42.0,3.1,-1.49,8742508901077291497
1,38.0,3.3,-0.66,8742508905372258793
0,38.0,2.7,-0.56,8742508909667226089
1,32.0,2.6,-0.43,8742508913962193385
1,34.0,3.6,0.88,8742508918257160681
0,30.0,2.1,-1.92,8742508922552127977
1,27.0,2.9,-1.18,8742508926847095273
1,39.0,3.3,0.63,8742508931142062569
1,41.0,3.6,1.16,8742508935437029865
0,31.0,2.6,-1.07,8742508939731997161
1,33.0,3.4,-0.23,8742508944026964457
1,36.0,3.3,-0.07,8742508948321931753
0,26.0,2.7,-1.54,8742508952616899049
1,33.0,3.2,1.01,8742508956911866345
0,45.0,2.6,1.04,8742508961206833641
1,35.0,3.4,-0.79,8742508965501800937
1,38.0,3.4,1.19,8742508969796768233
1,37.0,3.3,0.84,8742508974091735529
0,38.0,2.8,0.68,8742508978386702825
1,24.0,2.6,-1.53,8742508982681670121
1,40.0,3.7,1.77,8742508986976637417
0,32.0,3.1,0.36,8742508991271604713
1,25.0,2.5,0.53,8742508995566572009
0,35.0,2.2,-0.1,8742508999861539305
0,30.0,2.2,1.23,8742509004156506601
0,34.0,2.9,-0.61,8742509008451473897
0,41.0,2.7,-1.57,8742509012746441193
0,22.75,3.6,-1.28,8742509017041408489
0,32.0,2.8,-0.29,8742509021336375785
1,36.0,3.1,0.92,8742509025631343081
1,34.0,3.2,-1.26,8742509029926310377
1,38.0,3.0,0.19,8742509034221277673
1,34.0,2.8,0.6,8742509038516244969
1,42.0,1.9,-0.22,8742509042811212265
1,33.0,2.9,-0.39,8742509047106179561
0,32.0,3.0,0.94,8742509051401146857
1,32.5,3.2,-0.29,8742509055696114153
0,33.0,2.8,-0.97,8742509059991081449
1,33.0,3.5,0.58,8742509064286048745
0,39.0,3.1,0.99,8742509068581016041
0,39.0,2.5,2.22,8742509072875983337
0,34.0,3.0,-0.53,8742509077170950633
1,34.5,3.2,0.1,8742509081465917929
0,34.0,2.4,0.65,8742509085760885225
0,36.0,3.1,-0.1,8742509090055852521
1,31.0,3.3,0.48,8742509094350819817
1,34.0,3.1,-0.17,8742509098645787113
0,33.0,3.2,1.55,8742509102940754409
1,35.0,3.2,2.08,8742509107235721705
0,37.0,2.9,0.55,8742509111530689001
0,32.0,2.5,1.01,8742509115825656297
1,30.5,3.6,-0.24,8742509120120623593
0,28.75,3.5,-0.56,8742509124415590889
0,34.0,3.1,1.81,8742509128710558185
1,36.0,3.4,0.84,8742509133005525481
1,32.0,3.3,-0.87,8742509137300492777
1,30.5,2.4,-0.92,8742509141595460073
0,38.5,2.8,-0.03,8742509145890427369
1,38.0,3.2,0.51,8742509150185394665
1,37.5,2.8,0.07,8742509154480361961
1,30.0,3.3,0.58,8742509158775329257
0,38.0,3.1,0.07,8742509163070296553
0,35.5,3.0,1.21,8742509167365263849
1,36.0,2.8,-0.1,8742509171660231145
0,33.5,3.0,1.33,8742509175955198441
1,37.0,3.2,1.59,8742509180250165737
0,38.0,2.7,-0.17,8742509184545133033
0,41.0,2.7,-0.87,8742509188840100329
0,32.0,3.1,1.67,8742509193135067625
1,32.0,3.5,2.25,8742509197430034921
0,35.0,2.9,0.92,8742509201725002217
0,31.0,3.5,1.09,8742509206019969513
1,31.5,3.1,0.87,8742509210314936809
1,32.0,3.3,-0.39,8742509214609904105
0,33.0,2.1,2.17,8742509218904871401
0,35.0,2.8,0.84,8742509223199838697
1,34.0,3.1,-1.4,8742509227494805993
0,35.0,3.7,-0.24,8742509231789773289
0,29.0,3.5,0.89,8742509236084740585
1,33.0,3.3,0.17,8742509240379707881
1,26.25,3.6,-0.56,8742509244674675177
1,24.0,3.2,0.17,8742509248969642473
0,31.5,3.2,0.29,8742509253264609769
0,37.0,2.9,1.16,8742509257559577065
0,37.0,3.2,0.87,8742509261854544361
0,35.0,2.2,0.36,8742509266149511657
0,34.0,3.2,-0.48,8742509270444478953
0,25.5,2.7,0.02,8742509274739446249
1,37.0,3.3,1.04,8742509279034413545
0,27.0,3.3,1.5,8742509283329380841
0,33.0,2.7,-0.78,8742509287624348137
1,27.5,3.8,0.77,8742509291919315433
1,33.0,3.3,-0.36,8742509296214282729
1,39.0,2.6,-1.02,8742509300509250025
1,35.0,3.0,-0.36,8742509304804217321
0,35.0,3.2,0.43,8742509309099184617
0,37.0,2.6,0.65,8742509313394151913
1,32.0,2.4,0.39,8742509317689119209
0,33.0,3.4,0.55,8742509321984086505
1,37.0,2.8,0.48,8742509326279053801
0,29.0,3.3,-2.15,8742509330574021097
1,35.0,2.6,-0.85,8742509334868988393
0,44.0,2.9,1.96,8742509339163955689
1,44.0,3.0,0.75,8742509343458922985
1,46.0,3.1,1.61,8742509347753890281
0,47.0,3.2,0.69,8742509352048857577
0,47.0,2.8,0.83,8742509356343824873
0,44.0,3.1,0.17,8742509360638792169
1,32.5,4.0,0.88,8742509364933759465
1,38.0,3.5,-0.76,8742509369228726761
1,39.0,3.4,-0.59,8742509373523694057
1,42.0,3.2,0.78,8742509377818661353
0,41.0,3.4,-0.07,8742509382113628649
1,39.0,3.5,-0.1,8742509386408595945
0,44.0,3.3,0.17,8742509390703563241
0,40.0,3.0,-1.1,8742509394998530537
0,23.0,2.7,-1.57,8742509399293497833
0,36.0,3.2,0.74,8742509403588465129
0,42.0,3.5,-0.54,8742509407883432425
1,41.0,3.6,-0.34,8742509412178399721
0,48.0,4.0,1.91,8742509416473367017
1,40.0,3.4,0.12,8742509420768334313
1,43.0,3.2,0.32,8742509425063301609
0,41.0,3.7,0.32,8742509429358268905
0,39.5,3.5,0.74,8742509433653236201
0,46.0,3.5,1.54,8742509437948203497
1,43.0,3.6,2.11,8742509442243170793
0,42.0,3.3,-0.64,8742509446538138089
1,41.0,3.7,-0.24,8742509450833105385
1,38.0,3.5,-0.71,8742509455128072681
1,34.0,2.9,-1.15,8742509459423039977
0,42.0,3.2,0.54,8742509463718007273
1,42.0,3.3,0.51,8742509468012974569
1,38.0,3.3,0.03,8742509472307941865
0,46.0,3.2,0.12,8742509476602909161
0,37.0,3.8,1.25,8742509480897876457
0,38.0,3.7,-0.81,8742509485192843753
1,36.0,3.3,-0.71,8742509489487811049
1,40.0,3.9,-0.76,8742509493782778345
0,38.0,3.3,-0.39,8742509498077745641
0,44.0,3.3,1.15,8742509502372712937
1,37.0,3.5,1.35,8742509506667680233
1,42.0,3.5,0.81,8742509510962647529
0,39.0,3.5,-0.24,8742509515257614825
1,48.0,3.6,2.42,8742509519552582121
1,42.0,3.6,-0.64,8742509523847549417
1,40.0,3.8,0.07,8742509528142516713
0,43.0,3.0,-1.05,8742509532437484009
0,39.0,3.5,-0.02,8742509536732451305
0,39.0,3.9,0.54,8742509541027418601
0,36.0,2.4,-2.13,8742509545322385897
0,40.0,3.2,0.22,8742509549617353193
0,45.0,3.4,0.69,8742509553912320489
0,39.0,2.6,-1.0,8742509558207287785
1,34.0,2.5,0.12,8742509562502255081
1,42.0,3.5,1.81,8742509566797222377
1,43.0,3.3,-0.07,8742509571092189673
0,46.0,3.2,0.64,8742509575387156969
1,20.5,2.5,-2.42,8742509579682124265
1,46.0,2.9,0.39,8742509583977091561
1,21.0,2.9,-3.35,8742509588272058857
1,42.0,3.6,0.32,8742509592567026153
0,33.0,3.8,-2.28,8742509596861993449
0,39.0,3.7,0.17,8742509601156960745
0,39.0,3.5,1.08,8742509605451928041
1,34.0,4.0,-0.1,8742509609746895337
0,43.0,3.2,-0.49,8742509614041862633
0,39.0,3.7,-0.39,8742509618336829929
0,38.0,3.3,0.88,8742509622631797225
0,25.0,2.6,-2.59,8742509626926764521
1,40.0,3.2,0.69,8742509631221731817
0,44.0,3.4,0.51,8742509635516699113
0,39.0,3.7,-0.29,8742509639811666409
1,33.0,3.8,0.98,8742509644106633705
1,42.0,3.3,0.47,8742509648401601001
0,42.0,3.1,0.54,8742509652696568297
0,34.0,3.7,0.93,8742509656991535593
1,41.0,3.5,-0.29,8742509661286502889
0,39.0,3.6,1.08,8742509665581470185
0,42.0,3.7,0.93,8742509669876437481
1,41.0,3.4,-0.71,8742509674171404777
0,44.0,3.4,-0.02,8742509678466372073
0,25.0,2.3,-1.91,8742509682761339369
0,44.0,3.4,0.64,8742509687056306665
0,42.0,3.1,-0.29,8742509691351273961
0,44.0,3.4,1.35,8742509695646241257
0,36.0,3.7,-0.34,8742509699941208553
0,37.0,3.8,1.4,8742509704236175849
1,41.0,3.0,-0.54,8742509708531143145
0,46.0,2.9,-1.62,8742509712826110441
0,45.0,3.7,-0.07,8742509717121077737
1,39.0,3.3,1.3,8742509721416045033
1,23.0,2.6,-1.42,8742509725711012329
0,45.0,3.5,-0.29,8742509730005979625
0,47.0,3.3,1.03,8742509734300946921
1,41.0,3.4,0.12,8742509738595914217
0,41.0,3.7,-0.44,8742509742890881513
0,43.0,3.5,0.71,8742509747185848809
1,36.0,3.5,0.12,8742509751480816105
0,36.0,3.9,0.88,8742509755775783401
0,42.0,3.1,0.59,8742509760070750697
0,40.0,3.9,-0.02,8742509764365717993
0,40.0,3.4,-0.2,8742509768660685289
1,41.0,3.4,0.88,8742509772955652585
1,46.0,3.8,1.74,8742509777250619881
0,25.0,3.1,-1.62,8742509781545587177
1,34.0,3.9,0.03,8742509785840554473
0,33.0,3.4,-0.2,8742509790135521769
0,43.0,3.3,-0.76,8742509794430489065
0,28.0,2.8,-1.93,8742509798725456361
0,29.0,2.6,-2.18,8742509803020423657
1,37.0,3.5,-1.1,8742509807315390953
1,42.0,3.0,-1.05,8742509811610358249
1,37.0,3.4,1.22,8742509815905325545
0,29.5,2.3,-1.42,8742509820200292841
0,39.0,2.7,-1.66,8742509824495260137
0,32.0,2.6,-1.2,8742509828790227433
0,38.0,3.7,-0.64,8742509833085194729
0,42.0,3.6,0.07,8742509837380162025
0,41.0,3.7,1.81,8742509841675129321
0,41.0,3.2,-1.0,8742509845970096617
0,38.0,3.3,-0.29,8742509850265063913
0,37.0,3.4,-0.24,8742509854560031209
1,38.0,3.6,-0.15,8742509858854998505
1,40.0,3.7,-0.91,8742509863149965801
0,44.0,3.2,1.05,8742509867444933097
0,38.0,3.9,0.66,8742509871739900393
1,41.0,3.9,0.59,8742509876034867689
0,39.0,3.3,-0.76,8742509880329834985
0,40.0,3.2,-1.0,8742509884624802281
0,39.0,3.3,-0.39,8742509888919769577
0,46.0,3.1,-0.29,8742509893214736873
0,31.0,3.6,0.39,8742509897509704169
0,42.0,3.8,0.51,8742509901804671465
1,42.0,3.7,0.54,8742509906099638761
1,36.0,3.9,-0.64,8742509910394606057
1,42.0,3.5,-0.07,8742509914689573353
1,43.0,3.8,-0.15,8742509918984540649
0,38.0,3.4,-0.39,8742509923279507945
1,41.0,3.0,0.37,8742509927574475241
0,39.0,3.5,0.64,8742509931869442537
1,43.0,3.1,-0.39,8742509936164409833
0,40.0,2.6,-0.76,8742509940459377129
1,42.0,3.2,-0.39,8742509944754344425
0,48.0,3.1,-0.91,8742509949049311721
1,39.0,3.7,-0.39,8742509953344279017
0,43.0,3.4,1.74,8742509957639246313
0,41.0,4.0,-0.2,8742509961934213609
1,37.0,3.8,1.4,8742509966229180905
0,40.0,3.5,-0.07,8742509970524148201
1,41.0,3.7,0.47,8742509974819115497
0,37.0,3.4,-0.34,8742509979114082793
0,42.0,3.6,0.78,8742509983409050089
0,42.0,3.1,-0.86,8742509987704017385
0,37.0,3.3,-0.64,8742509991998984681
0,47.0,3.8,1.2,8742509996293951977
0,41.0,3.6,1.08,8742510000588919273
0,43.0,3.6,0.37,8742510004883886569
0,39.0,3.2,-0.71,8742510009178853865
1,32.0,2.9,-0.54,8742510013473821161
0,40.0,3.5,0.88,8742510017768788457
0,38.0,3.9,-0.15,8742510022063755753
0,41.0,3.7,0.47,8742510026358723049
0,42.0,3.4,1.08,8742510030653690345
0,42.0,3.2,0.64,8742510034948657641
0,41.0,3.8,0.78,8742510039243624937
1,24.0,2.9,-2.13,8742510043538592233
0,39.0,4.0,1.59,8742510047833559529
1,45.0,3.0,-0.26,8742510052128526825
0,29.0,3.4,-0.64,8742510056423494121
1,41.0,3.0,0.27,8742510060718461417
1,33.0,3.7,0.15,8742510065013428713
0,38.0,2.7,-1.04,8742510069308396009
0,40.0,3.2,0.74,8742510073603363305
0,38.0,3.0,0.58,8742510077898330601
0,40.0,3.3,0.65,8742510082193297897
0,37.0,3.1,0.65,8742510086488265193
1,39.0,3.2,0.27,8742510090783232489
1,37.0,3.3,-1.95,8742510095078199785
0,33.5,2.7,-0.23,8742510099373167081
0,37.0,2.9,-1.95,8742510103668134377
1,46.0,2.9,0.65,8742510107963101673
1,38.0,3.3,0.33,8742510112258068969
1,35.0,3.3,-0.04,8742510116553036265
1,35.0,3.6,-0.26,8742510120848003561
0,37.0,2.9,0.18,8742510125142970857
0,34.5,3.6,1.68,8742510129437938153
1,23.0,3.4,-1.83,8742510133732905449
1,31.5,3.0,-1.07,8742510138027872745
1,37.5,2.9,-0.29,8742510142322840041
1,32.5,2.8,-1.61,8742510146617807337
1,35.0,3.4,-1.83,8742510150912774633
1,20.0,3.0,-3.3,8742510155207741929
1,31.0,2.7,-2.17,8742510159502709225
0,37.5,3.2,1.62,8742510163797676521
1,36.0,3.5,1.24,8742510168092643817
0,39.0,2.9,-1.57,8742510172387611113
1,34.0,3.3,-1.04,8742510176682578409
0,39.0,3.3,1.34,8742510180977545705
1,35.0,3.9,0.52,8742510185272513001
0,41.0,3.3,1.77,8742510189567480297
1,40.0,3.5,-0.82,8742510193862447593
0,33.0,3.5,-0.82,8742510198157414889
0,40.0,3.5,-0.92,8742510202452382185
0,36.0,3.5,-0.1,8742623336185926121
0,33.5,2.9,1.12,8742623340480893417
1,42.0,3.0,0.52,8742623344775860713
1,35.0,3.0,-1.23,8742623349070828009
1,28.0,3.4,-1.42,8742623353365795305
1,40.0,3.3,-0.85,8742623357660762601
0,36.0,2.6,-0.23,8742623361955729897
0,37.0,3.4,1.52,8742623366250697193
1,33.0,3.1,-0.04,8742623370545664489
0,38.0,3.5,0.12,8742623374840631785
0,38.0,2.7,0.05,8742623379135599081
1,36.0,3.6,0.37,8742623383430566377
1,38.0,2.9,-0.04,8742623387725533673
1,42.0,3.2,-0.76,8742623392020500969
0,25.0,3.5,-0.64,8742623396315468265
0,36.0,3.6,1.46,8742623400610435561
1,40.0,3.3,0.21,8742623404905402857
0,37.0,3.1,-0.1,8742623409200370153
1,35.0,3.2,-0.48,8742623413495337449
1,40.0,3.0,-0.17,8742623417790304745
0,44.0,2.7,0.43,8742623422085272041
0,37.0,4.0,1.3,8742623426380239337
1,40.0,3.2,2.15,8742623430675206633
1,32.0,3.7,-0.85,8742623434970173929
1,39.5,3.3,0.58,8742623439265141225
1,40.0,3.2,1.34,8742623443560108521
0,40.0,3.2,1.4,8742623447855075817
1,32.25,3.2,-1.51,8742623452150043113
1,37.5,3.0,-0.39,8742623456445010409
0,36.0,2.8,-0.39,8742623460739977705
0,31.5,3.9,0.27,8742623465034945001
0,47.0,2.7,1.18,8742623469329912297
0,42.0,3.0,-0.32,8742623473624879593
0,38.0,3.2,1.24,8742623477919846889
0,36.0,3.0,-0.51,8742623482214814185
0,36.5,3.0,-1.54,8742623486509781481
1,33.0,3.3,0.49,8742623490804748777
0,43.0,2.8,0.05,8742623495099716073
1,32.0,3.2,-0.95,8742623499394683369
1,38.0,3.3,-0.73,8742623503689650665
0,37.0,3.5,-0.1,8742623507984617961
0,37.0,2.2,-1.95,8742623512279585257
0,36.0,2.9,-1.39,8742623516574552553
0,44.0,2.6,1.24,8742623520869519849
1,42.0,3.3,-0.01,8742623525164487145
1,28.0,3.6,-1.16,8742623529459454441
0,33.5,2.5,-0.43,8742623533754421737
1,31.5,2.8,0.12,8742623538049389033
0,34.0,2.9,1.6,8742623542344356329
1,30.0,3.6,0.19,8742623546639323625
0,31.0,2.8,0.36,8742623550934290921
0,29.0,2.5,-0.39,8742623555229258217
0,33.0,2.5,-0.29,8742623559524225513
0,30.0,2.8,1.68,8742623563819192809
0,30.0,3.2,-0.87,8742623568114160105
0,34.0,3.0,-0.39,8742623572409127401
0,33.0,2.5,-0.5,8742623576704094697
1,30.0,2.7,-0.23,8742623580999061993
0,34.0,2.5,-1.0,8742623585294029289
0,33.0,3.1,0.3,8742623589588996585
0,29.0,2.9,-0.63,8742623593883963881
0,32.0,3.0,-0.09,8742623598178931177
0,28.0,3.3,-0.07,8742623602473898473
0,34.0,2.7,-0.29,8742623606768865769
0,33.0,2.6,1.28,8742623611063833065
0,30.0,2.9,0.6,8742623615358800361
0,29.0,3.2,0.12,8742623619653767657
0,29.0,2.4,-0.84,8742623623948734953
0,31.0,2.7,1.89,8742623628243702249
1,28.5,2.9,-1.13,8742623632538669545
0,35.0,2.6,0.28,8742623636833636841
0,31.0,3.0,-1.53,8742623641128604137
0,35.0,2.6,-1.02,8742623645423571433
0,27.0,3.2,-0.94,8742623649718538729
0,29.0,3.4,-1.32,8742623654013506025
0,27.0,3.6,-0.2,8742623658308473321
0,32.5,2.7,1.34,8742623662603440617
0,35.0,2.7,0.17,8742623666898407913
1,25.0,3.8,0.19,8742623671193375209
1,37.0,3.5,-0.61,8742623675488342505
1,29.0,2.6,-0.25,8742623679783309801
0,28.0,2.8,1.16,8742623684078277097
0,31.0,2.7,0.62,8742623688373244393
0,36.0,3.4,0.43,8742623692668211689
0,41.0,2.7,0.21,8742623696963178985
0,41.0,3.6,2.37,8742623701258146281
0,32.0,2.7,0.17,8742623705553113577
1,34.0,2.9,0.5,8742623709848080873
0,33.0,2.9,-0.54,8742623714143048169
0,39.0,2.3,-1.25,8742623718438015465
1,27.0,3.2,-0.7,8742623722732982761
1,28.5,2.8,0.05,8742623727027950057
0,32.0,3.0,1.3,8742623731322917353
0,36.0,3.0,-0.03,8742623735617884649
0,40.0,3.5,1.27,8742623739912851945
1,44.0,2.9,1.17,8742623744207819241
0,39.0,3.1,1.03,8742623748502786537
0,35.5,3.2,-1.06,8742623752797753833
1,42.0,3.3,1.78,8742623757092721129
0,37.0,3.5,0.34,8742623761387688425
0,40.0,2.8,0.67,8742623765682655721
0,40.0,3.0,0.77,8742623769977623017
0,34.0,3.5,-0.48,8742623774272590313
1,41.0,3.1,-0.63,8742623778567557609
0,43.0,2.7,-0.46,8742623782862524905
0,38.0,3.3,0.22,8742623787157492201
1,36.0,3.4,-0.21,8742623791452459497
