,race,LSAT,UGPA,ZFYA,uuid,fairScore
15581,3,41.0,3.2,-1.59,56031394765732693596968176004692644075,46.49730538414863
15582,3,38.5,3.5,-0.09,195413784984139662669251793616125991397,44.99999999999999
15583,0,44.0,3.5,0.61,273768457196371925543120498822132891635,44.90267533799491
15584,0,45.0,3.8,-0.62,230999419771195281869391076812647969257,44.90267533799491
15585,1,41.0,3.5,0.23,176696122997941361755273142289141131706,43.67044981385306
15586,0,47.0,3.4,-0.09,229501684087265002155692035923248518172,46.91586436682488
15587,0,40.0,3.5,-1.41,164649341555201555667152167220607101378,40.256554053108374
15588,0,46.0,2.9,1.73,308279394734336725452271747467747164275,46.91586436682488
15589,3,23.5,3.4,-1.28,158294088689472657941774617899442028844,31.828807122732
15590,6,45.0,3.5,1.29,121777353474002849919389265518087622359,45.637855451708845
15591,3,46.0,3.2,0.41,214088276962401206069877263410272161062,49.0
15592,3,47.0,3.4,0.73,215734980537830646892568398626074213251,49.0
15593,0,48.0,4.2,1.73,226652381935928689051342539756110047471,48.897852021621524
15594,0,48.0,3.9,0.02,186635190407174150161885640540342619108,48.897852021621524
15595,0,46.0,3.9,0.02,63062081109094267758912796992351276763,46.91586436682488
15596,0,47.0,4.0,1.67,134440048390089915785001731176901059827,46.91586436682488
15597,0,38.0,3.4,0.88,162479679817590433313556907882888335737,38.01995256899238
15598,0,42.0,3.6,-0.21,303059452416088587780855935349245986301,42.54048443290867
15599,7,34.0,3.5,-2.09,45137959624164599764815474363623085888,38.62837283064329
15600,0,46.0,3.8,1.43,98324838610468903115626306908279239374,46.91586436682488
15601,3,39.0,3.2,-0.62,140218981310037396417096850086397644578,44.99999999999999
15602,0,42.0,3.9,-0.21,226756453890674189804115538097113230538,42.54048443290867
15603,3,37.0,3.5,-1.74,14835417665923074406751536590347457692,43.43898018437699
15604,7,37.0,3.6,-0.56,147693836864310486199365368924127886093,40.037028219061625
15605,0,48.0,3.6,0.44,170484282412987404743232012432626604344,48.897852021621524
15606,0,47.0,3.7,1.17,93382027866798486642940397166418713945,46.91586436682488
15607,3,39.0,3.4,-0.86,314331826097397800998862523488458520031,44.99999999999999
15608,0,40.5,3.7,-0.42,235037644661733166858165613232937130508,40.256554053108374
15609,0,48.0,3.8,0.17,435221666350616742435813865121695529,48.897852021621524
15610,0,48.0,3.8,1.61,338339735450043451258550102368930533830,48.897852021621524
15611,0,44.0,3.6,1.29,46421568216749853742543536580260823217,44.90267533799491
15612,0,39.0,4.0,-1.21,169125277675744552923221226503939399316,38.01995256899238
15613,0,32.0,2.9,-0.82,72228277348533908819880635752101169408,30.8928681643817
15614,0,46.0,3.9,-0.42,223450623870577229503183524892513799154,46.91586436682488
15615,2,46.0,3.5,-0.3,147871516871451068284616823796717648228,47.210321917807825
15616,2,46.0,3.7,-0.18,185806815870470365683998092937933358476,47.210321917807825
15617,0,45.0,3.7,-0.18,277163752316031151520913601421261382199,44.90267533799491
15618,0,44.0,3.8,-1.53,261252073456281248822621596609990265998,44.90267533799491
15619,0,46.0,3.0,0.52,267036808748610406622971518104775596474,46.91586436682488
15620,0,48.0,3.8,0.85,205826840189435361987913192102435975912,48.897852021621524
15621,3,25.0,3.1,-0.65,323736406040558987508135683557918636536,31.828807122732
15622,0,46.0,3.9,0.55,257352905535065926386730117817961075174,46.91586436682488
15623,0,48.0,3.7,0.55,7608142635283117868111901975503530718,48.897852021621524
15624,5,41.0,3.6,-0.65,175817091059481391140156504327018249233,44.21959834849648
15625,5,41.0,3.6,0.05,24046358737341886843944382380417343570,44.21959834849648
15626,3,41.0,3.2,-1.62,325809097624114590683602991159747890529,46.49730538414863
15627,7,46.0,3.0,-0.53,73228779870380615072029389318105476051,49.0
15628,0,48.0,3.8,0.0,173604189460928021482492952120116356090,48.897852021621524
15629,0,36.0,3.2,0.51,10101231134606207195684834189320703243,35.76900645844651
15630,5,42.0,3.2,-0.56,232776428374605646742531498374339279444,46.95128972486127
15631,5,42.0,3.4,-1.12,45490263088135488259151668909111643602,46.95128972486127
15632,0,45.0,3.6,1.11,76328215418703133245354779457684664571,44.90267533799491
15633,0,48.0,3.6,1.52,247019373591472324674786279315447193288,48.897852021621524
15634,0,47.0,3.9,0.49,120466050365981313725808835483216430335,46.91586436682488
15635,0,46.0,3.4,-0.15,307466143470402102082295741552207894659,46.91586436682488
15636,5,40.0,3.3,-1.21,328789156861362465155785762939461888816,44.21959834849648
15637,2,46.0,3.7,-1.06,337630452644155191656441244305432504952,47.210321917807825
15638,0,48.0,3.8,1.55,35305539812167807764765290394824001967,48.897852021621524
15639,2,48.0,3.6,0.08,26277605440307424450674060873920328141,49.0
15640,0,37.0,3.3,-0.17,175170409252457426631168189208885447383,35.76900645844651
15641,5,40.0,3.5,0.79,217559352995530476535703380023770308528,44.21959834849648
15642,7,38.0,3.1,-1.47,146579052226394528863183376066787796755,41.946596191208435
15643,2,48.0,3.8,0.67,83510241199904762620358228259476242754,49.0
15644,2,46.0,3.5,-0.12,282481105523890570787257340393736948235,47.210321917807825
15645,2,42.0,3.3,-0.24,196578489230628805620993344703190225190,43.05471242924736
15646,7,37.5,3.3,-0.91,48484736298611275109122967489342676573,41.946596191208435
15647,0,45.0,3.8,-0.12,220359023057466969588440118810576974568,44.90267533799491
15648,5,43.0,3.3,-0.94,329144765592078615859180426079612573886,46.95128972486127
15649,3,44.0,3.2,-0.7,54749990954675560641490512961871446278,48.99999999999999
15650,0,37.0,3.5,-0.82,86041135074035236193648683500390562986,35.76900645844651
15651,3,25.0,3.2,-1.42,101989271076719095100726070917415920519,31.828807122732
15652,0,32.0,3.7,-0.77,164394826611623242094999335618927219525,30.8928681643817
15653,0,31.0,3.5,0.83,337886059838885528640333828981386316484,28.675076064364358
15654,0,32.0,3.7,0.14,153771737244025595711837527626049831985,30.8928681643817
15655,0,34.0,3.6,-0.68,190100467120354191396251189216892059332,33.44821967157165
15656,0,35.0,3.3,-1.48,74013832341605437765566961566036002802,33.44821967157165
15657,0,34.0,3.8,0.63,231624092104005658670949613865929780420,33.44821967157165
15658,0,36.0,3.6,0.14,82421201739456507960232459340995131998,35.76900645844651
15659,0,37.0,3.6,1.14,281223330778505972198067170726375253648,35.76900645844651
15660,0,32.0,2.7,1.45,177663262176382548683171374865805745928,30.8928681643817
15661,0,31.0,3.9,-0.28,295449569012290241501277961865306105014,28.675076064364358
15662,0,37.0,3.7,0.63,169673739729169367923082789791818825345,35.76900645844651
15663,0,38.0,3.2,0.71,12611613705269892742110700360719621011,38.01995256899238
15664,0,30.5,3.7,0.8,101514905124892787279377465116858627907,28.675076064364358
15665,3,32.0,2.5,-2.93,174096366119542443340931797470817108855,40.211269609453346
15666,0,38.5,3.0,-0.34,327262988517295895347226495576497115991,38.01995256899238
15667,0,37.0,2.6,0.8,11303574345600243797491474441361371572,35.76900645844651
15668,0,45.0,2.7,0.8,319302661053803883341377419652273386752,44.90267533799491
15669,1,43.0,3.0,0.34,223629785260265310620767172716250791396,45.35502492735236
15670,0,35.0,3.3,-0.94,315741973109001287764628811012790122639,33.44821967157165
15671,0,40.0,3.3,0.57,162521024039322656754637936267929245540,40.256554053108374
15672,0,46.0,3.5,1.17,260121608191048680220026017518021034983,46.91586436682488
15673,0,35.0,3.6,-0.42,220275521995450009816185947036092185948,33.44821967157165
15674,0,36.0,3.2,0.32,152348143227623803488456818349989826517,35.76900645844651
15675,0,45.0,3.5,1.62,258836442956827368552507165964278767429,44.90267533799491
15676,0,31.0,3.8,-0.17,340138892827499010883978894497237286330,28.675076064364358
15677,0,37.0,3.3,0.6,245871937438029909524270292927971317514,35.76900645844651
15678,0,41.0,2.8,1.54,53884828121697438266089204646540406489,40.256554053108374
15679,0,34.0,3.8,-0.85,201598674088065603040172116986705589429,33.44821967157165
15680,0,40.0,2.9,0.03,55075124312438841466171898029040170787,40.256554053108374
15681,3,23.0,3.0,-1.5,9837530341225950570339765776593778653,29.723538788250025
15682,0,42.0,3.0,-0.45,41701306735937235040156321759365259762,42.54048443290867
15683,0,39.0,3.6,-0.11,10690943549720053388755316715166205625,38.01995256899238
15684,0,35.5,3.0,1.88,262183730459028694464396843963414573452,35.76900645844651
15685,0,33.0,3.8,1.2,210695510049339507574175272885033552606,30.8928681643817
15686,0,40.0,2.9,1.45,220292018796149798111892646288512091160,40.256554053108374
15687,0,37.0,3.4,1.25,321658372314984007591493586585614456596,35.76900645844651
15688,0,39.0,3.3,0.49,259124339313915584240331533467803438519,38.01995256899238
15689,0,33.0,3.7,0.8,34626807332050582976594771056125362646,30.8928681643817
15690,0,43.0,3.4,1.11,177151436022546193360445244017505603595,42.54048443290867
15691,0,39.5,3.2,1.37,29706064817615676964814607817560006802,40.256554053108374
15692,0,36.0,3.4,0.77,269009073655917413736911416987192504503,35.76900645844651
15693,0,31.0,2.8,-0.25,282520185077473524634640850971379834581,28.675076064364358
15694,0,37.0,3.5,0.06,11355428088490327951347416844515440565,35.76900645844651
15695,0,40.0,3.7,0.51,339658135771135471244259790101584124198,40.256554053108374
15696,0,35.0,3.6,0.09,28159255399943332724722235433587987693,33.44821967157165
15697,3,31.0,3.0,-0.94,268189400169107360022561907702591715591,38.13214607819293
15698,0,36.0,3.2,-0.28,254225170989509049574409082975398968465,35.76900645844651
15699,0,35.0,3.1,-0.25,273200410718086186784620063060030506788,33.44821967157165
15700,0,37.0,3.6,0.17,170685224037833975971420277169839386357,35.76900645844651
15701,0,41.0,3.5,0.46,8494225050126951587385494044550161788,40.256554053108374
15702,0,36.5,2.9,-0.03,249914080388057845268253504212256190430,35.76900645844651
15703,0,38.0,3.2,0.23,106394814464087093504647982200705535156,38.01995256899238
15704,0,42.0,2.8,-0.08,23126307320714593483975585605115438155,42.54048443290867
15705,0,32.5,3.6,0.63,179218564918839591982986372285499857181,30.8928681643817
15706,0,28.0,3.1,-0.91,88300131616834675139573136752828424514,26.536393857324377
15707,0,43.0,3.0,1.05,190308573762347035179504719650168029644,42.54048443290867
15708,0,34.0,3.5,-0.31,94773882571138752408633597849215328450,33.44821967157165
15709,0,38.0,3.0,0.14,18334773680005771647371604622311787249,38.01995256899238
15710,0,42.0,3.9,1.31,142588253771112380642089759797060253291,42.54048443290867
15711,0,37.0,4.0,1.4,71952711541611192066947123737865514590,35.76900645844651
15712,0,37.0,3.4,1.25,218623974679099682106419454869713353926,35.76900645844651
15713,0,32.0,3.2,0.32,42621627209707081840532061391001581036,30.8928681643817
15714,3,31.0,2.6,-1.11,215341314445483620155711319669458380339,38.13214607819293
15715,0,43.0,3.7,0.37,235733737707095855542877567668368882418,42.54048443290867
15716,0,34.0,3.6,0.46,133866261291963839646903575976901362013,33.44821967157165
15717,0,40.0,3.7,0.77,70854517365582059895623249521825706707,40.256554053108374
15718,0,36.5,3.6,-0.85,284123430674339998201538139734277354655,35.76900645844651
15719,0,42.0,2.6,-0.94,140790188382597619005096543169509793084,42.54048443290867
15720,0,36.5,3.1,0.09,315174324623534785175532115446290564947,35.76900645844651
15721,0,36.0,3.9,-0.08,68385729266819525272072853269120256129,35.76900645844651
15722,0,37.0,3.4,0.32,221497155397687454390426215651151359026,35.76900645844651
15723,0,37.0,2.9,0.2,26452613980487321339721629746157433139,35.76900645844651
15724,0,34.0,3.8,0.43,147183399662546480494325530898647533589,33.44821967157165
15725,0,33.0,3.6,0.0,197247729744017309017785952454877604458,30.8928681643817
15726,3,20.0,3.4,-2.41,187219176555030141427919289516569986418,27.492662830631318
15727,0,36.0,3.1,0.49,154525391873761040531276228281423905747,35.76900645844651
15728,0,38.0,2.8,-0.11,64817853760664786371950738488415966596,38.01995256899238
15729,0,40.0,3.7,1.31,29265165088861915746407742259948268680,40.256554053108374
15730,0,33.0,2.2,-1.93,285513194517641341386600696282296459499,30.8928681643817
15731,0,43.0,2.8,-0.59,3689020836310632442062929905445984467,42.54048443290867
15732,0,34.0,3.4,0.71,173818855462115976051867083111917705209,33.44821967157165
15733,0,38.0,3.7,0.88,106433330711521419999229693375514108711,38.01995256899238
15734,0,39.0,2.9,0.54,192698320190405761384303187519790775502,38.01995256899238
15735,0,27.5,3.6,-0.08,27724237193830626916831638444440282206,26.536393857324377
15736,0,37.0,3.1,0.88,306386470576689619479891701996450713407,35.76900645844651
15737,0,43.0,3.4,0.44,290704720793419097855541687306766010102,42.54048443290867
15738,0,33.0,3.8,-0.54,320165434931146468349986846962990680917,30.8928681643817
15739,0,38.0,3.0,-0.4,336285088853349847564444128096519456922,38.01995256899238
15740,0,35.0,3.4,0.63,136491649596737180827118273819368627751,33.44821967157165
15741,0,42.0,3.9,0.4,177387096773750672871443655910861626871,42.54048443290867
15742,0,31.75,2.7,-0.91,75539179452848457220913545552548738502,30.8928681643817
15743,0,33.0,3.7,-0.59,53991802898324334038232226809479242099,30.8928681643817
15744,0,41.0,3.2,1.82,5650655111473182566822798783757185383,40.256554053108374
15745,0,35.0,3.5,0.37,122231269276165075296185575191710935447,33.44821967157165
15746,0,39.0,4.0,-0.17,68608227878908549104385067356992478319,38.01995256899238
15747,0,34.0,3.4,-0.71,73383946080334289448256796279716786952,33.44821967157165
15748,0,29.0,3.5,0.12,94955909852444688355928197646898845869,26.536393857324377
15749,0,32.5,3.6,-0.51,61494398849735332891464878444634318628,30.8928681643817
15750,0,38.5,3.7,-0.57,323632781950182322383191879649840351049,38.01995256899238
15751,4,40.0,3.5,1.45,13939288846776618752807415464645197413,43.31500204189183
15752,0,37.0,3.0,-1.3,194513172780282860946810957435087639435,35.76900645844651
15753,0,30.0,3.4,-2.02,280741122612472072633244121539572763905,28.675076064364358
15754,0,36.0,3.6,0.69,144879736603613441233836874514055116581,35.76900645844651
15755,0,39.0,3.1,-0.28,117452484272511936538300886502205206826,38.01995256899238
15756,0,33.0,3.5,0.69,212897862388041375158643824037252768312,30.8928681643817
15757,0,38.0,3.0,0.66,175496705756790325035389833558900617563,38.01995256899238
15758,0,37.0,3.5,0.23,48249831490935373578689058386649908489,35.76900645844651
15759,0,33.5,3.3,-0.22,291157137041376099849243083583891559606,33.44821967157165
15760,0,30.5,2.6,-0.28,153499727270886114219929459186722370599,28.675076064364358
15761,0,35.0,3.7,-0.37,253247080174539510079266269809945190603,33.44821967157165
15762,0,44.0,2.8,-0.11,26905307677390166743425068656020824803,44.90267533799491
15763,0,37.0,3.5,0.2,21832765952915207862989332916182102682,35.76900645844651
15764,0,37.0,3.1,0.09,19031281417007422099415869921025619621,35.76900645844651
15765,0,42.0,3.3,1.31,297451661487034838440813194953751896542,42.54048443290867
15766,0,35.0,3.4,1.34,192596579678419758731979389601831146130,33.44821967157165
15767,0,38.0,3.4,-0.23,7667337984495720641678911102535045217,38.01995256899238
15768,0,32.0,2.9,-1.28,228042285096185969473578932811846875882,30.8928681643817
15769,0,39.0,3.6,0.03,185111732032830066978092007313106492743,38.01995256899238
15770,0,42.0,3.1,-0.11,336986897656589628894164730329345959439,42.54048443290867
15771,0,46.0,3.8,0.54,132829893264305228307534157626040001778,46.91586436682488
15772,0,38.0,3.2,-0.59,91454485851245257310340390930120809183,38.01995256899238
15773,0,37.0,3.6,0.8,76360174385841391570538246132883955029,35.76900645844651
15774,0,35.5,3.9,-0.2,306278547789345121363515836188550338994,35.76900645844651
15775,0,37.0,2.8,0.37,256684761120706109919400169116074077446,35.76900645844651
15776,6,32.0,3.5,-0.88,39029002002821529879986358144721650933,33.88008641672728
15777,0,38.0,3.3,0.23,311856411933450978812632554832709598456,38.01995256899238
15778,0,34.0,3.3,0.94,191211512028157931902841691655092422292,33.44821967157165
15779,0,40.0,3.2,0.0,330375777048675959030285040816376401659,40.256554053108374
15780,0,42.0,3.5,1.11,25718817253137080323485516585911563977,42.54048443290867
15781,0,33.5,3.4,-0.22,46870236510813847938746736548630168917,33.44821967157165
15782,0,43.0,3.3,1.2,186472535376991883860799405491685253436,42.54048443290867
15783,3,30.0,3.5,-1.25,166202841929110011350223498662837552462,38.13214607819293
15784,0,38.0,3.2,1.03,287626399424084846672557447167705647691,38.01995256899238
15785,0,30.25,2.9,-1.53,14233589942689197661186029441241145597,28.675076064364358
15786,0,33.0,3.8,-0.11,293302387657562643139675329608635834013,30.8928681643817
15787,0,44.0,3.9,1.71,18285183058190502281165010779664714231,44.90267533799491
15788,0,36.0,3.0,-0.71,128326862282734418512117316733356515478,35.76900645844651
15789,0,37.0,3.3,0.23,139698234645468594384188239331395965270,35.76900645844651
15790,0,38.0,3.2,0.97,221590970968022840478976988010258218536,38.01995256899238
15791,0,45.0,2.9,0.46,305539504905006716457018281083420811779,44.90267533799491
15792,0,43.0,2.7,-0.34,213586890297202455233854852099802542549,42.54048443290867
15793,0,37.0,3.1,1.11,136742552664383373803840458533746107638,35.76900645844651
15794,0,43.0,3.2,0.26,268196618675207911813328188310620229013,42.54048443290867
15795,0,36.0,3.4,0.71,272410271210625094092538877567729879710,35.76900645844651
15796,0,43.0,2.6,1.37,168105526182837147009370131097200729184,42.54048443290867
15797,0,41.0,3.8,0.43,210492302185591150758935717891142297121,40.256554053108374
15798,0,41.0,2.9,1.54,163710680980860285384966930265754022478,40.256554053108374
15799,0,33.0,3.5,0.32,296699631041555646242971734756406876607,30.8928681643817
15800,4,36.0,3.2,1.03,298562772366957766947248952698737152646,39.410068892239416
15801,0,37.0,3.9,1.45,31940311139061599326173130508351709940,35.76900645844651
15802,0,38.0,3.0,0.32,226531172822688534611775791373631894468,38.01995256899238
15803,0,44.0,2.7,-0.45,314287592074482210655570391762438609088,44.90267533799491
15804,0,38.0,3.1,-1.36,90678803425443946829941974398492937784,38.01995256899238
15805,0,40.0,3.2,0.32,84702093034490390131688790580069412483,40.256554053108374
15806,0,37.0,3.8,0.09,105505816077176944774444659918259164999,35.76900645844651
15807,0,41.0,3.5,-0.2,274411085955131566072535241958512125466,40.256554053108374
15808,0,36.0,3.7,-0.59,68252091407698498749405427997953496485,35.76900645844651
15809,0,33.5,3.7,-0.2,285319434929185354098646509125732916166,33.44821967157165
15810,0,37.0,3.3,1.22,234886982341399776475350083647803940976,35.76900645844651
15811,0,31.0,3.7,-0.37,23003262319310530804315950481777775405,28.675076064364358
15812,0,44.0,3.2,1.71,297331094851170105104190603079767397591,44.90267533799491
15813,3,38.0,3.3,-2.22,150014157552993150191379850196062046908,44.99999999999999
15814,0,32.5,3.4,0.29,177568915976601405779480285850037774178,30.8928681643817
15815,0,40.0,3.5,0.35,301741371522859124629625608941325240502,40.256554053108374
15816,0,42.0,3.7,0.42,252888046746064470962386262806945884178,42.54048443290867
15817,0,40.0,3.1,0.42,289822878466737071065394478715136952029,40.256554053108374
15818,6,39.0,3.9,-0.11,163632691247462270276229189476412803743,39.58989755394699
15819,3,33.0,3.1,-0.45,315497240069587856132676287567104667359,40.211269609453346
15820,0,36.0,4.0,-0.3,299384270883876197276337822317590679073,35.76900645844651
15821,3,31.0,3.1,-0.24,185827537670375834511509388905939678899,38.13214607819293
15822,0,38.0,3.5,-0.88,69747774878324665049908422294688225702,38.01995256899238
15823,1,33.0,3.0,-1.35,104140776527144435904494655397436009727,37.0
15824,0,46.0,3.4,1.4,278503714112090420811360947467779258482,46.91586436682488
15825,0,40.0,3.8,1.16,260066043337644779183510296938800277544,40.256554053108374
15826,3,41.0,2.7,-0.03,31461800864612149337997426984307449185,46.49730538414863
15827,0,40.0,3.4,2.03,140707760929851198269444818111823010865,40.256554053108374
15828,0,39.0,3.7,-0.16,110576803099433898838115186391108293312,38.01995256899238
15829,0,39.0,3.5,0.69,209399492809776536727915408098790218789,38.01995256899238
15830,0,30.5,3.8,0.97,67031111022635033879030685030469156889,28.675076064364358
15831,0,34.0,3.8,0.21,39319188487658479195930246427598801137,33.44821967157165
15832,0,38.0,3.5,0.16,49489199084993023976075236033511348291,38.01995256899238
15833,0,37.5,3.3,-0.09,169213786113349290709024690190083653647,38.01995256899238
15834,0,37.0,4.0,0.35,222973111184333470814896162189260572260,35.76900645844651
15835,0,43.0,3.3,0.16,102506351529570739056062628638478903226,42.54048443290867
15836,0,35.25,2.7,-0.42,72593264519290010895213972012611748373,35.76900645844651
15837,0,38.0,3.6,0.97,186833468885872798405046346146553056923,38.01995256899238
15838,0,41.0,3.3,-0.86,162696199500316365402918029983859431432,40.256554053108374
15839,0,38.0,3.6,-0.64,42999542655319584357820245701422719202,38.01995256899238
15840,0,41.0,3.4,0.67,16124067039041312353683653066598983888,40.256554053108374
15841,0,48.0,3.4,2.08,61798075040980548882346925670628580406,48.897852021621524
15842,0,40.0,3.7,0.29,237643515006825183193482824870004225389,40.256554053108374
15843,2,44.0,2.9,0.57,222402662704851298634607702017237057188,45.19710353570131
15844,3,36.0,2.7,-0.62,37548833793148373504409774637300491778,43.43898018437699
15845,0,42.0,3.7,0.89,161419367548853913172532224267836166337,42.54048443290867
15846,0,43.0,3.7,1.42,80611638493610909414682588419538857853,42.54048443290867
15847,0,48.0,2.8,0.72,274720959939445487466667210927775975660,48.897852021621524
15848,0,36.0,3.8,0.4,305250088549802153616055729027024606701,35.76900645844651
15849,0,43.0,3.3,0.65,47026465795900877398075270152310177396,42.54048443290867
15850,0,38.5,3.5,0.52,233979110224571306001183356530205342318,38.01995256899238
15851,0,36.0,3.5,-1.41,163634736919259072579755522396874665636,35.76900645844651
15852,0,48.0,3.4,0.14,135829694490299162165189349146186085888,48.897852021621524
15853,0,40.0,3.0,0.76,144110557139668741093909440176137304321,40.256554053108374
15854,0,41.0,3.6,-1.09,318731273732953557392010525456521373806,40.256554053108374
15855,0,43.0,3.9,1.06,289514366612888921084397226702375906050,42.54048443290867
15856,0,39.0,3.5,-0.52,74615615961652596557023685944910781230,38.01995256899238
15857,0,39.0,3.8,0.38,282036406995912960783883426502629384168,38.01995256899238
15858,0,41.0,3.5,0.27,206392808168225473117416534841395097034,40.256554053108374
15859,0,38.0,3.2,-1.22,37257307156553584446321494844647189848,38.01995256899238
15860,0,39.0,3.4,-0.73,66641805986104888430145426468564067564,38.01995256899238
15861,0,42.0,3.7,0.86,275997143273380080409269014784953892861,42.54048443290867
15862,3,30.0,3.8,-1.96,111091802510907313173709118229149859928,38.13214607819293
15863,0,47.0,3.2,1.59,320732914692251142562621144584758185116,46.91586436682488
15864,0,45.0,3.6,0.21,47405031961609846250274955933886655600,44.90267533799491
15865,0,46.0,3.8,1.2,115718572499032069809554828608559393225,46.91586436682488
15866,0,44.0,3.6,0.5,237612387875753397921334367466536215380,44.90267533799491
15867,0,48.0,2.8,-1.88,76536161051807434471429174311038397323,48.897852021621524
15868,4,42.0,3.7,-1.81,331410910133819582336914234894601905799,45.48104171581694
15869,0,39.0,3.5,-1.43,103309979742053038008702262208548988345,38.01995256899238
15870,3,30.0,3.0,-1.24,288881230184433950144169966149739938430,38.13214607819293
15871,0,43.0,3.5,-0.41,265947194229791898096517492604346399798,42.54048443290867
15872,0,41.0,3.6,0.93,87124924304909624781183552931895906509,40.256554053108374
15873,0,42.0,3.5,-0.71,45323333239638614227070136684017481430,42.54048443290867
15874,0,40.0,3.6,0.23,96170228472864003825110943238903105129,40.256554053108374
15875,0,48.0,3.7,1.2,296336354291264568564713363873051689098,48.897852021621524
15876,0,33.0,3.8,0.63,237789706508073948889688656309135840121,30.8928681643817
15877,0,44.0,3.2,-0.45,96438685929158379036619268519982932361,44.90267533799491
15878,0,38.0,3.5,0.4,208300843177341237276130995125439036096,38.01995256899238
15879,3,32.0,2.8,-1.71,195706177262740705604695112096646032077,40.211269609453346
15880,0,37.0,3.4,-1.43,309890075124376198615718514209662818102,35.76900645844651
15881,0,39.0,3.5,-1.56,211298609112317183837102263739862094913,38.01995256899238
15882,0,36.0,3.8,-0.67,130811294677101359772580328280871445960,35.76900645844651
15883,0,41.0,3.7,2.67,177956228627370867650578708429449574500,40.256554053108374
15884,0,43.0,3.7,1.08,174981991103155145719065927665563006405,42.54048443290867
15885,0,40.0,2.7,-0.75,73819221045396340359702439542155346673,40.256554053108374
15886,3,31.0,2.9,-0.77,23957529173203269591947528061807816449,38.13214607819293
15887,0,38.0,3.5,0.16,129815421411679254887867207555187354183,38.01995256899238
15888,0,41.0,3.6,0.35,312587430588695643054411478787512137933,40.256554053108374
15889,0,36.0,3.7,-0.75,50351154095275971798147752990201493621,35.76900645844651
15890,0,41.0,3.4,1.57,79029540116437989399634959590959155777,40.256554053108374
15891,0,40.0,3.5,0.76,306553798939704319449656386743220658479,40.256554053108374
15892,0,42.0,3.4,0.52,36078868888685570638714122175924334189,42.54048443290867
15893,0,32.0,3.2,0.04,157334228778292636515589432384600393980,30.8928681643817
15894,0,42.0,2.8,2.28,82655895446605640497152123434325787869,42.54048443290867
15895,0,40.0,3.6,-0.62,17806108566982468753701956009859575062,40.256554053108374
15896,0,30.0,3.5,-0.21,282413338645218224553925603260500982419,28.675076064364358
15897,0,34.0,3.5,-0.11,195747093175265029640959063028800293159,33.44821967157165
15898,0,28.0,3.6,1.07,114762219711217820921136214534663299265,26.536393857324377
15899,0,31.0,3.3,1.34,276338628531597344959912895950872087646,28.675076064364358
15900,0,28.0,3.6,0.92,234605700426276232484491311553677709001,26.536393857324377
15901,0,34.0,3.4,0.77,32143151491217783871803146689953834907,33.44821967157165
15902,0,30.0,3.6,0.71,110439928707140632470603395936226869644,28.675076064364358
15903,0,33.0,3.2,-1.11,237193391867188480014452673905936238502,30.8928681643817
15904,0,34.0,3.5,-0.81,238211191488419364590006712821391069023,33.44821967157165
15905,0,28.5,3.5,0.79,195732529607308777710722557736315951465,26.536393857324377
15906,0,38.0,2.9,-1.45,252613367776992963988425541023717947924,38.01995256899238
15907,0,33.0,3.7,0.45,194792590995155674058293700404033682777,30.8928681643817
15908,0,33.0,2.9,-0.85,58774286635503855201293472341244407700,30.8928681643817
15909,0,40.0,3.8,1.73,278865306410642815351126429967764942245,40.256554053108374
15910,0,32.5,3.5,1.11,327408561347672504446586838571795462636,30.8928681643817
15911,0,33.0,2.8,-0.91,209871533954536815213121170103281992698,30.8928681643817
15912,0,25.0,3.7,-0.42,29797673608020125171719873492812328893,22.349462125824335
15913,3,29.0,3.1,-0.02,198625063559718813465221766120263565830,35.966785509708515
15914,0,30.0,3.2,2.01,133941714217965501181468358827272288053,28.675076064364358
15915,0,37.0,3.0,1.92,6289678162570287965508632521585761245,35.76900645844651
15916,0,38.0,4.0,1.43,265176439288998184247874224231837997400,38.01995256899238
15917,0,37.0,3.4,0.58,65571648612668817920708909660764287530,35.76900645844651
15918,0,29.0,3.5,-0.08,148085731637390933938349916458530963669,26.536393857324377
15919,0,31.0,3.1,-0.27,280517402785600357367118668957591498859,28.675076064364358
15920,0,36.0,3.0,-0.81,315683064456395666100302237177602205609,35.76900645844651
15921,0,29.0,3.2,-1.02,150748509452395356917624307424323390633,26.536393857324377
15922,0,35.0,3.6,-1.09,103453184716229589160686969440621402051,33.44821967157165
15923,0,42.0,3.3,0.77,169316490711088568915968389661553238433,42.54048443290867
15924,0,35.0,3.7,-0.27,63088949981114081646254358222776873262,33.44821967157165
15925,0,28.0,3.2,-0.17,55234444304158939623918545774266690066,26.536393857324377
15926,0,40.0,3.2,-0.06,107468635703350077463327185540235827615,40.256554053108374
15927,0,34.0,3.2,-0.62,133502451212192716136183165828975488029,33.44821967157165
15928,0,36.0,3.3,0.92,222840027756995554020280535892217425041,35.76900645844651
15929,0,27.0,3.5,-0.06,282785926035456700143676805114179794411,24.439714201369704
15930,3,29.0,3.6,-0.77,332919537079803504168541734037615429037,35.966785509708515
15931,0,29.0,3.5,0.53,83437406273174459239863809498030157359,26.536393857324377
15932,0,37.0,3.7,0.98,119300412555179522311269163528485191245,35.76900645844651
15933,0,31.0,3.2,-1.45,243466118249323480261818396856796698518,28.675076064364358
15934,0,34.0,3.2,-0.15,59181458167085602446438502934957782083,33.44821967157165
